Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,home,game_id
Jurriën Timber,12.0,nl NED,RB,23-243,90,45,56,80.4,658,250,0,0.0,0.0,0,4,1,0,13,False,LeicesterCity_Arsenal_20250215
David Raya,22.0,es ESP,GK,29-153,90,33,36,91.7,694,343,0,0.0,0.0,0,0,0,0,1,False,LeicesterCity_Arsenal_20250215
Raúl Jiménez,7.0,mx MEX,FW,33-286,75,22,26,84.6,307,60,1,0.3,0.1,2,1,1,0,2,True,Fulham_Nott'hamForest_20250215
Rodrigo Muniz,9.0,br BRA,FW,23-287,15,2,3,66.7,55,21,0,0.0,0.0,0,0,0,0,1,True,Fulham_Nott'hamForest_20250215
Alex Iwobi,17.0,ng NGA,LW,28-288,89,35,43,81.4,678,170,0,0.1,0.2,2,8,4,2,4,True,Fulham_Nott'hamForest_20250215
Willian,22.0,br BRA,"AM,LW",36-190,1,7,7,100.0,111,13,0,0.2,0.1,1,0,0,0,0,True,Fulham_Nott'hamForest_20250215
Adama Traoré,11.0,es ESP,RW,29-021,89,26,35,74.3,502,222,1,0.6,0.7,3,2,4,3,3,True,Fulham_Nott'hamForest_20250215
Ryan Sessegnon,30.0,eng ENG,"LW,RW",24-273,1,1,2,50.0,10,0,0,0.0,0.0,0,0,0,0,0,True,Fulham_Nott'hamForest_20250215
Emile Smith Rowe,32.0,eng ENG,AM,24-202,81,32,37,86.5,471,58,0,0.0,0.0,0,1,1,0,5,True,Fulham_Nott'hamForest_20250215
Andreas Pereira,18.0,br BRA,"AM,RW",29-045,9,7,7,100.0,87,27,0,0.0,0.1,0,0,0,0,1,True,Fulham_Nott'hamForest_20250215
Sander Berge,16.0,no NOR,DM,27-001,90,40,49,81.6,739,223,0,0.0,0.0,1,5,0,0,7,True,Fulham_Nott'hamForest_20250215
Saša Lukić,20.0,rs SRB,DM,28-186,82,48,53,90.6,976,314,0,0.4,0.2,6,7,2,2,5,True,Fulham_Nott'hamForest_20250215
Harrison Reed,6.0,eng ENG,DM,30-019,8,4,6,66.7,46,15,0,0.0,0.0,0,0,0,0,1,True,Fulham_Nott'hamForest_20250215
Antonee Robinson,33.0,us USA,LB,27-191,90,47,64,73.4,850,340,0,0.0,0.0,0,6,1,0,4,True,Fulham_Nott'hamForest_20250215
Calvin Bassey,3.0,ng NGA,CB,25-046,90,49,56,87.5,952,351,0,0.0,0.0,0,2,0,0,2,True,Fulham_Nott'hamForest_20250215
Joachim Andersen,5.0,dk DEN,CB,28-260,90,56,63,88.9,1203,365,0,0.0,0.0,0,2,0,0,3,True,Fulham_Nott'hamForest_20250215
Timothy Castagne,21.0,be BEL,RB,29-072,90,51,55,92.7,778,246,0,0.0,0.0,0,6,0,0,11,True,Fulham_Nott'hamForest_20250215
Bernd Leno,1.0,de GER,GK,32-348,90,37,43,86.0,848,519,0,0.0,0.0,0,0,0,0,0,True,Fulham_Nott'hamForest_20250215
Anthony Elanga,21.0,se SWE,"FW,RW",22-294,90,16,30,53.3,171,48,0,0.0,0.0,1,0,2,1,2,False,Fulham_Nott'hamForest_20250215
Chris Wood,11.0,nz NZL,FW,33-070,90,14,18,77.8,168,36,0,0.0,0.0,1,1,0,0,2,False,Fulham_Nott'hamForest_20250215
Elliot Anderson,8.0,eng ENG,"CM,DM",22-101,84,44,49,89.8,591,211,0,0.0,0.0,0,7,0,0,8,False,Fulham_Nott'hamForest_20250215
Jota Silva,20.0,pt POR,DM,25-198,6,1,1,100.0,7,2,0,0.0,0.0,0,0,0,0,0,False,Fulham_Nott'hamForest_20250215
Danilo,28.0,br BRA,CM,23-292,62,20,28,71.4,311,131,0,0.0,0.0,0,1,0,0,2,False,Fulham_Nott'hamForest_20250215
Ibrahim Sangaré,6.0,ci CIV,"DM,CM",27-075,28,17,19,89.5,183,34,0,0.0,0.0,0,0,0,0,2,False,Fulham_Nott'hamForest_20250215
Morgan Gibbs-White,10.0,eng ENG,"CM,AM",25-019,90,42,46,91.3,612,213,1,0.1,0.1,1,7,0,0,6,False,Fulham_Nott'hamForest_20250215
Neco Williams,7.0,wls WAL,"WB,LB",23-308,90,31,40,77.5,402,109,0,0.0,0.0,0,2,0,0,1,False,Fulham_Nott'hamForest_20250215
Ola Aina,34.0,ng NGA,"WB,RB",28-130,90,35,44,79.5,530,171,0,0.1,0.0,1,2,1,0,3,False,Fulham_Nott'hamForest_20250215
Murillo,5.0,br BRA,CB,22-226,90,38,40,95.0,836,339,0,0.0,0.0,0,4,1,0,4,False,Fulham_Nott'hamForest_20250215
Nikola Milenković,31.0,rs SRB,CB,27-126,90,34,39,87.2,640,207,0,0.0,0.0,1,1,1,0,2,False,Fulham_Nott'hamForest_20250215
Morato,4.0,br BRA,CB,23-230,67,30,33,90.9,599,322,0,0.0,0.0,0,4,0,0,3,False,Fulham_Nott'hamForest_20250215
Callum Hudson-Odoi,14.0,eng ENG,LW,24-100,23,20,24,83.3,263,68,0,0.0,0.1,0,1,2,2,0,False,Fulham_Nott'hamForest_20250215
Matz Sels,26.0,be BEL,GK,32-355,90,16,30,53.3,517,390,0,0.0,0.0,0,2,0,0,0,False,Fulham_Nott'hamForest_20250215
Erling Haaland,9.0,no NOR,FW,24-209,86,6,10,60.0,57,4,1,0.6,0.4,2,0,0,0,1,True,ManchesterCity_NewcastleUtd_20250215
Matheus Nunes,27.0,pt POR,AM,26-172,4,3,3,100.0,29,0,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_NewcastleUtd_20250215
Omar Marmoush,7.0,eg EGY,LW,26-008,75,17,21,81.0,333,128,0,0.0,0.2,0,3,2,0,5,True,ManchesterCity_NewcastleUtd_20250215
Jeremy Doku,11.0,be BEL,LW,22-264,15,9,10,90.0,144,18,0,0.1,0.0,1,1,0,0,1,True,ManchesterCity_NewcastleUtd_20250215
Sávio,26.0,br BRA,RW,20-311,90,39,43,90.7,719,76,1,0.2,0.1,1,1,0,0,1,True,ManchesterCity_NewcastleUtd_20250215
Phil Foden,47.0,eng ENG,AM,24-263,75,37,42,88.1,579,124,0,0.5,0.2,3,4,1,0,4,True,ManchesterCity_NewcastleUtd_20250215
James Mcatee,87.0,eng ENG,"AM,FW",22-120,15,4,5,80.0,118,48,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_NewcastleUtd_20250215
İlkay Gündoğan,19.0,de GER,DM,34-114,86,78,80,97.5,1164,234,1,0.1,0.1,2,9,1,0,8,True,ManchesterCity_NewcastleUtd_20250215
Mateo Kovačić,8.0,hr CRO,DM,30-285,4,6,6,100.0,102,18,0,0.0,0.0,0,0,0,0,1,True,ManchesterCity_NewcastleUtd_20250215
Nicolás González,14.0,es ESP,DM,23-043,90,100,103,97.1,1392,355,0,0.0,0.0,0,13,0,0,6,True,ManchesterCity_NewcastleUtd_20250215
Joško Gvardiol,24.0,hr CRO,LB,23-023,86,47,58,81.0,813,232,0,0.0,0.0,1,2,0,0,2,True,ManchesterCity_NewcastleUtd_20250215
Nico O’Reilly,75.0,eng ENG,LB,19-331,4,6,6,100.0,68,26,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_NewcastleUtd_20250215
John Stones,5.0,eng ENG,CB,30-263,90,46,49,93.9,814,118,0,0.0,0.0,0,2,0,0,1,True,ManchesterCity_NewcastleUtd_20250215
Abdukodir Khusanov,45.0,uz UZB,CB,20-352,90,63,67,94.0,1049,448,0,0.0,0.0,0,1,0,0,4,True,ManchesterCity_NewcastleUtd_20250215
Rico Lewis,82.0,eng ENG,RB,20-086,90,64,69,92.8,940,191,0,0.0,0.0,0,5,0,0,6,True,ManchesterCity_NewcastleUtd_20250215
Ederson,31.0,br BRA,GK,31-182,90,39,46,84.8,1172,850,1,0.4,0.0,1,5,0,0,0,True,ManchesterCity_NewcastleUtd_20250215
Alexander Isak,14.0,se SWE,"FW,LW",25-147,89,10,15,66.7,152,27,0,0.0,0.0,0,0,0,0,1,False,ManchesterCity_NewcastleUtd_20250215
Emil Krafth,17.0,se SWE,CB,30-197,1,2,2,100.0,38,0,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_NewcastleUtd_20250215
Anthony Gordon,10.0,eng ENG,LW,23-357,72,14,22,63.6,179,29,0,0.0,0.0,0,0,0,0,2,False,ManchesterCity_NewcastleUtd_20250215
Callum Wilson,9.0,eng ENG,FW,32-354,18,2,2,100.0,23,0,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_NewcastleUtd_20250215
Jacob Murphy,23.0,eng ENG,"RW,AM",29-357,90,16,25,64.0,188,36,0,0.0,0.0,0,1,0,0,0,False,ManchesterCity_NewcastleUtd_20250215
Joe Willock,28.0,eng ENG,LM,25-179,45,10,14,71.4,174,30,0,0.0,0.0,1,0,0,0,1,False,ManchesterCity_NewcastleUtd_20250215
Lewis Miley,67.0,eng ENG,"RM,CM",18-290,45,11,14,78.6,145,31,0,0.0,0.0,0,0,0,0,1,False,ManchesterCity_NewcastleUtd_20250215
Sandro Tonali,8.0,it ITA,CM,24-283,90,35,39,89.7,590,106,0,0.0,0.0,0,3,0,0,5,False,ManchesterCity_NewcastleUtd_20250215
Bruno Guimarães,39.0,br BRA,"RM,LM",27-091,71,18,27,66.7,272,106,0,0.0,0.0,0,2,1,0,5,False,ManchesterCity_NewcastleUtd_20250215
Sean Longstaff,36.0,eng ENG,"LM,AM",27-108,19,4,4,100.0,62,16,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_NewcastleUtd_20250215
Lewis Hall,20.0,eng ENG,"LB,WB",20-160,90,42,52,80.8,705,288,0,0.4,0.1,1,3,2,1,5,False,ManchesterCity_NewcastleUtd_20250215
Dan Burn,33.0,eng ENG,CB,32-282,90,37,45,82.2,708,183,0,0.0,0.0,0,1,0,0,0,False,ManchesterCity_NewcastleUtd_20250215
Fabian Schär,5.0,ch SUI,CB,33-057,90,40,46,87.0,838,278,0,0.0,0.0,0,1,0,0,1,False,ManchesterCity_NewcastleUtd_20250215
Kieran Trippier,2.0,eng ENG,RB,34-149,45,21,24,87.5,366,93,0,0.0,0.0,1,1,1,1,1,False,ManchesterCity_NewcastleUtd_20250215
Valentino Livramento,21.0,eng ENG,"RB,WB",22-095,45,25,26,96.2,317,51,0,0.0,0.0,0,0,0,0,1,False,ManchesterCity_NewcastleUtd_20250215
Martin Dúbravka,1.0,sk SVK,GK,36-031,90,32,38,84.2,749,360,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_NewcastleUtd_20250215
Kamaldeen Sulemana,20.0,gh GHA,"FW,AM",23-000,84,19,30,63.3,243,47,0,0.0,0.0,1,0,0,0,1,True,Southampton_Bournemouth_20250215
Cameron Archer,19.0,eng ENG,AM,23-209,6,2,3,66.7,26,0,0,0.0,0.0,0,0,0,0,0,True,Southampton_Bournemouth_20250215
Paul Onuachu,32.0,ng NGA,FW,30-263,90,17,26,65.4,249,28,1,0.2,0.1,2,1,2,0,2,True,Southampton_Bournemouth_20250215
Mateus Fernandes,18.0,pt POR,"AM,CM",20-220,90,26,36,72.2,428,111,0,0.0,0.1,1,1,1,0,6,True,Southampton_Bournemouth_20250215
Joe Aribo,7.0,ng NGA,"CM,CB",28-209,84,41,44,93.2,580,224,0,0.0,0.0,0,1,0,0,3,True,Southampton_Bournemouth_20250215
Ryan Manning,3.0,ie IRL,CB,28-246,6,4,6,66.7,72,37,0,0.3,0.1,1,0,0,0,0,True,Southampton_Bournemouth_20250215
William Smallbone,8.0,ie IRL,CM,24-360,55,29,37,78.4,489,237,0,0.0,0.1,1,2,0,0,3,True,Southampton_Bournemouth_20250215
Tyler Dibling,33.0,eng ENG,AM,18-340,35,9,9,100.0,155,18,0,0.0,0.1,0,0,1,0,2,True,Southampton_Bournemouth_20250215
Welington,34.0,br BRA,WB,23-362,45,11,12,91.7,190,109,0,0.0,0.0,0,1,1,0,2,True,Southampton_Bournemouth_20250215
Yukinari Sugawara,16.0,jp JPN,WB,24-232,45,18,26,69.2,255,92,0,0.0,0.1,1,2,1,1,1,True,Southampton_Bournemouth_20250215
Kyle Walker-Peters,2.0,eng ENG,WB,27-308,90,29,41,70.7,462,154,0,0.0,0.0,1,4,0,0,3,True,Southampton_Bournemouth_20250215
Nathan Wood-Gordon,15.0,eng ENG,CB,22-260,45,17,21,81.0,306,48,0,0.0,0.0,0,1,0,0,1,True,Southampton_Bournemouth_20250215
Lesley Ugochukwu,26.0,fr FRA,CM,20-326,45,24,28,85.7,324,113,0,0.2,0.2,3,1,1,0,3,True,Southampton_Bournemouth_20250215
Jan Bednarek,35.0,pl POL,CB,28-309,90,27,35,77.1,517,177,0,0.0,0.0,0,1,0,0,4,True,Southampton_Bournemouth_20250215
James Bree,14.0,eng ENG,CB,27-127,90,25,32,78.1,328,99,0,0.0,0.0,0,2,0,0,3,True,Southampton_Bournemouth_20250215
Aaron Ramsdale,30.0,eng ENG,GK,26-277,90,27,37,73.0,1048,896,0,0.0,0.0,0,2,0,0,0,True,Southampton_Bournemouth_20250215
Dango Ouattara,11.0,bf BFA,FW,23-004,87,10,15,66.7,151,26,0,0.0,0.2,0,0,1,1,0,False,Southampton_Bournemouth_20250215
Daniel Jebbison,21.0,ca CAN,FW,21-186,3,6,6,100.0,38,5,0,0.0,0.0,0,0,0,0,1,False,Southampton_Bournemouth_20250215
Antoine Semenyo,24.0,gh GHA,LW,25-039,90,21,31,67.7,252,59,1,0.2,0.1,2,2,1,0,1,False,Southampton_Bournemouth_20250215
David Brooks,7.0,wls WAL,RW,27-222,66,20,26,76.9,274,16,0,0.0,0.0,0,0,0,0,0,False,Southampton_Bournemouth_20250215
Marcus Tavernier,16.0,eng ENG,"RW,AM",25-330,24,7,11,63.6,102,13,0,0.0,0.0,0,0,0,0,0,False,Southampton_Bournemouth_20250215
Justin Kluivert,19.0,nl NED,AM,25-286,76,25,34,73.5,373,152,1,0.3,0.1,4,3,0,0,5,False,Southampton_Bournemouth_20250215
Alex Scott,8.0,eng ENG,"AM,DM",21-178,14,13,13,100.0,184,81,0,0.0,0.1,0,3,0,0,4,False,Southampton_Bournemouth_20250215
Ryan Christie,10.0,sct SCO,DM,29-359,87,48,58,82.8,785,332,1,0.5,0.3,2,5,3,1,9,False,Southampton_Bournemouth_20250215
Luis Sinisterra,17.0,co COL,"RW,DM",25-243,3,5,5,100.0,67,32,0,0.0,0.0,0,1,0,0,1,False,Southampton_Bournemouth_20250215
Tyler Adams,12.0,us USA,DM,26-001,90,49,54,90.7,782,120,0,0.0,0.0,2,3,0,0,1,False,Southampton_Bournemouth_20250215
Milos Kerkez,3.0,hu HUN,LB,21-100,90,48,67,71.6,690,148,0,0.0,0.0,1,4,0,0,4,False,Southampton_Bournemouth_20250215
Dean Huijsen,2.0,es ESP,CB,19-307,90,58,74,78.4,1243,606,0,0.0,0.0,0,8,0,0,2,False,Southampton_Bournemouth_20250215
Illia Zabarnyi,27.0,ua UKR,CB,22-167,90,44,47,93.6,984,437,0,0.0,0.0,0,6,0,0,1,False,Southampton_Bournemouth_20250215
Lewis Cook,4.0,eng ENG,RB,28-012,90,46,53,86.8,762,320,0,0.1,0.1,2,6,3,1,5,False,Southampton_Bournemouth_20250215
Kepa Arrizabalaga,13.0,es ESP,GK,30-135,90,26,37,70.3,665,459,0,0.0,0.0,0,0,0,0,0,False,Southampton_Bournemouth_20250215
Ollie Watkins,11.0,eng ENG,FW,29-047,90,11,14,78.6,126,24,0,0.0,0.0,0,0,2,0,2,True,AstonVilla_IpswichTown_20250215
Jacob Ramsey,41.0,eng ENG,LW,23-263,45,26,29,89.7,286,61,0,0.0,0.1,0,1,1,0,2,True,AstonVilla_IpswichTown_20250215
Marcus Rashford,9.0,eng ENG,LW,27-107,45,32,45,71.1,469,109,0,0.6,0.8,4,0,5,1,6,True,AstonVilla_IpswichTown_20250215
Donyell Malen,17.0,nl NED,RW,26-037,62,11,15,73.3,148,35,0,0.0,0.0,1,1,0,0,1,True,AstonVilla_IpswichTown_20250215
Marco Asensio,21.0,es ESP,RW,29-025,28,19,22,86.4,256,73,0,0.0,0.1,1,0,3,1,3,True,AstonVilla_IpswichTown_20250215
Morgan Rogers,27.0,eng ENG,AM,22-204,90,25,33,75.8,290,63,0,0.2,0.1,4,3,1,0,3,True,AstonVilla_IpswichTown_20250215
Youri Tielemans,8.0,be BEL,DM,27-284,90,90,102,88.2,1485,415,0,0.3,0.2,3,16,0,0,10,True,AstonVilla_IpswichTown_20250215
John McGinn,7.0,sct SCO,DM,30-120,90,73,80,91.3,1213,241,0,0.0,0.1,1,11,1,0,9,True,AstonVilla_IpswichTown_20250215
Lucas Digne,12.0,fr FRA,LB,31-210,45,33,39,84.6,453,82,0,0.0,0.0,0,2,0,0,0,True,AstonVilla_IpswichTown_20250215
Ian Maatsen,22.0,nl NED,LB,22-342,45,42,47,89.4,611,134,0,0.0,0.1,2,5,4,1,9,True,AstonVilla_IpswichTown_20250215
Boubacar Kamara,44.0,fr FRA,CB,25-084,15,24,28,85.7,376,177,0,0.0,0.0,0,1,0,0,0,True,AstonVilla_IpswichTown_20250215
Tyrone Mings,5.0,eng ENG,CB,31-339,75,67,73,91.8,1109,365,0,0.0,0.0,0,4,1,0,6,True,AstonVilla_IpswichTown_20250215
Axel Disasi,3.0,fr FRA,CB,26-341,90,77,84,91.7,1384,485,0,0.3,0.2,1,9,1,0,6,True,AstonVilla_IpswichTown_20250215
Andrés García,16.0,es ESP,RB,22-008,90,64,73,87.7,1005,143,0,0.0,0.1,0,4,3,1,7,True,AstonVilla_IpswichTown_20250215
Emiliano Martínez,23.0,ar ARG,GK,32-166,90,28,31,90.3,560,266,0,0.0,0.0,0,0,0,0,1,True,AstonVilla_IpswichTown_20250215
Liam Delap,19.0,eng ENG,FW,22-007,79,3,10,30.0,27,0,0,0.0,0.0,0,0,0,0,0,False,AstonVilla_IpswichTown_20250215
George Hirst,27.0,sct SCO,FW,26-000,11,3,3,100.0,27,2,0,0.0,0.0,0,0,0,0,1,False,AstonVilla_IpswichTown_20250215
Julio Enciso,9.0,py PAR,LW,21-023,16,2,3,66.7,44,0,0,0.0,0.0,0,0,0,0,0,False,AstonVilla_IpswichTown_20250215
Jack Clarke,47.0,eng ENG,LW,24-084,29,7,11,63.6,95,42,0,0.0,0.0,0,0,0,0,1,False,AstonVilla_IpswichTown_20250215
Luke Woolfenden,6.0,eng ENG,CB,26-117,45,2,4,50.0,60,36,0,0.0,0.0,0,1,0,0,0,False,AstonVilla_IpswichTown_20250215
Ben Johnson,18.0,eng ENG,"RB,RW",25-022,90,12,17,70.6,182,67,0,0.0,0.0,0,1,0,0,0,False,AstonVilla_IpswichTown_20250215
Omari Hutchinson,20.0,eng ENG,"CM,AM",21-108,89,13,18,72.2,191,27,1,0.1,0.1,1,0,1,1,0,False,AstonVilla_IpswichTown_20250215
Jack Taylor,14.0,ie IRL,CM,26-237,1,0,0,,0,0,0,0.0,0.0,0,0,0,0,0,False,AstonVilla_IpswichTown_20250215
Jens Cajuste,12.0,se SWE,"DM,CM",25-189,79,15,19,78.9,208,12,0,0.0,0.0,0,0,0,0,0,False,AstonVilla_IpswichTown_20250215
Massimo Luongo,25.0,au AUS,CM,32-143,11,0,0,,0,0,0,0.0,0.0,0,0,0,0,0,False,AstonVilla_IpswichTown_20250215
Kalvin Phillips,8.0,eng ENG,"CM,DM",29-075,90,17,23,73.9,391,120,0,0.0,0.1,0,3,0,0,1,False,AstonVilla_IpswichTown_20250215
Conor Townsend,22.0,eng ENG,LB,31-348,90,19,28,67.9,299,152,0,0.2,0.1,1,1,1,1,1,False,AstonVilla_IpswichTown_20250215
Jacob Greaves,24.0,eng ENG,CB,24-156,90,32,35,91.4,505,177,0,0.0,0.0,0,1,0,0,1,False,AstonVilla_IpswichTown_20250215
Dara O'Shea,26.0,ie IRL,CB,25-348,90,13,21,61.9,321,138,0,0.0,0.0,0,1,0,0,0,False,AstonVilla_IpswichTown_20250215
Axel Tuanzebe,40.0,cd COD,RB,27-093,39,13,13,100.0,190,64,0,0.0,0.0,0,0,0,0,1,False,AstonVilla_IpswichTown_20250215
Alex Palmer,31.0,eng ENG,GK,28-189,90,22,37,59.5,699,559,0,0.0,0.0,0,0,0,0,0,False,AstonVilla_IpswichTown_20250215
Lucas Paquetá,10.0,br BRA,"FW,AM,DM",27-172,90,47,57,82.5,751,260,0,0.1,0.2,3,5,2,0,5,True,WestHam_Brentford_20250215
Carlos Soler,4.0,es ESP,LW,28-044,45,7,10,70.0,91,26,0,0.0,0.0,0,0,0,0,0,True,WestHam_Brentford_20250215
Evan Ferguson,34.0,ie IRL,FW,20-119,45,7,9,77.8,96,4,0,0.2,0.2,1,0,0,0,0,True,WestHam_Brentford_20250215
Jarrod Bowen,20.0,eng ENG,RW,28-057,90,23,35,65.7,411,150,0,0.1,0.0,1,1,1,0,4,True,WestHam_Brentford_20250215
Mohammed Kudus,14.0,gh GHA,"AM,LW",24-197,90,29,37,78.4,484,90,0,0.0,0.0,0,1,1,0,7,True,WestHam_Brentford_20250215
Tomáš Souček,28.0,cz CZE,DM,29-354,45,24,27,88.9,406,107,0,0.0,0.0,0,2,0,0,2,True,WestHam_Brentford_20250215
James Ward-Prowse,8.0,eng ENG,DM,30-106,45,39,49,79.6,654,140,0,0.1,0.2,1,3,0,0,3,True,WestHam_Brentford_20250215
Edson Álvarez,19.0,mx MEX,"DM,CB",27-114,90,49,56,87.5,747,263,0,0.0,0.0,0,10,0,0,4,True,WestHam_Brentford_20250215
Emerson Palmieri,33.0,it ITA,LB,30-196,45,19,22,86.4,262,91,0,0.0,0.0,0,2,1,0,2,True,WestHam_Brentford_20250215
Oliver Scarles,57.0,eng ENG,LB,19-065,45,28,35,80.0,440,110,0,0.0,0.0,0,2,0,0,3,True,WestHam_Brentford_20250215
Max Kilman,26.0,eng ENG,CB,27-268,90,42,55,76.4,748,201,0,0.0,0.1,1,0,0,0,1,True,WestHam_Brentford_20250215
Konstantinos Mavropanos,15.0,gr GRE,CB,27-066,87,48,52,92.3,929,362,0,0.0,0.0,0,3,0,0,3,True,WestHam_Brentford_20250215
Luis Guilherme,17.0,br BRA,LW,19-006,3,1,1,100.0,8,6,0,0.0,0.0,0,0,0,0,0,True,WestHam_Brentford_20250215
Aaron Wan-Bissaka,29.0,cd COD,RB,27-081,90,51,66,77.3,766,283,0,0.0,0.0,0,4,1,0,7,True,WestHam_Brentford_20250215
Alphonse Areola,23.0,fr FRA,GK,31-354,90,39,48,81.3,1067,838,0,0.0,0.0,0,1,0,0,0,True,WestHam_Brentford_20250215
