Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,home,game_id
Kalvin Phillips,8.0,eng ENG,DM,29-045,83,23,23,0,0,0,0,0,0,0,0,0,0,17,0,0,True,IpswichTown_Brighton_20250116
Jack Clarke,47.0,eng ENG,LW,24-054,7,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,True,IpswichTown_Brighton_20250116
Leif Davis,3.0,eng ENG,LB,25-004,90,47,35,11,3,0,0,3,7,1,0,0,0,41,1,0,True,IpswichTown_Brighton_20250116
Jacob Greaves,24.0,eng ENG,CB,24-126,90,70,68,2,2,0,0,0,0,0,0,0,0,64,0,1,True,IpswichTown_Brighton_20250116
Luke Woolfenden,6.0,eng ENG,CB,26-087,90,54,54,0,0,0,0,0,0,0,0,0,0,51,0,1,True,IpswichTown_Brighton_20250116
Dara O'Shea,26.0,ie IRL,RB,25-318,90,51,44,7,4,0,0,0,3,0,0,0,0,35,0,1,True,IpswichTown_Brighton_20250116
Christian Walton,28.0,eng ENG,GK,29-068,90,47,35,12,3,0,0,0,0,0,0,0,0,33,0,0,True,IpswichTown_Brighton_20250116
João Pedro,9.0,br BRA,FW,23-112,77,21,21,0,0,0,0,2,0,0,0,0,0,16,0,1,False,IpswichTown_Brighton_20250116
Danny Welbeck,18.0,eng ENG,FW,34-051,13,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,False,IpswichTown_Brighton_20250116
Kaoru Mitoma,22.0,jp JPN,LM,27-241,90,33,33,0,0,1,0,3,0,0,0,0,0,20,0,4,False,IpswichTown_Brighton_20250116
Yasin Ayari,26.0,se SWE,CM,21-102,89,49,43,6,1,0,0,5,0,4,4,0,0,38,0,1,False,IpswichTown_Brighton_20250116
Jakub Moder,15.0,pl POL,CM,25-284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,IpswichTown_Brighton_20250116
Matt O'Riley,33.0,dk DEN,CM,24-056,62,21,18,3,0,0,1,3,0,3,3,0,0,17,0,0,False,IpswichTown_Brighton_20250116
Georginio Rutter,14.0,fr FRA,FW,22-271,28,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,False,IpswichTown_Brighton_20250116
Simon Adingra,11.0,ci CIV,RM,23-015,62,13,13,0,0,0,0,1,0,0,0,0,0,12,0,0,False,IpswichTown_Brighton_20250116
Yankuba Minteh,17.0,gm GAM,RM,20-178,28,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,False,IpswichTown_Brighton_20250116
Carlos Baleba,20.0,cm CMR,"DM,CM",21-013,90,39,39,0,0,0,0,0,0,0,0,0,0,30,0,1,False,IpswichTown_Brighton_20250116
Pervis Estupiñán,30.0,ec ECU,LB,26-361,90,58,48,9,0,0,0,4,7,2,2,0,0,52,1,1,False,IpswichTown_Brighton_20250116
Adam Webster,4.0,eng ENG,CB,30-012,62,79,74,5,4,0,0,0,0,0,0,0,0,72,0,0,False,IpswichTown_Brighton_20250116
Lewis Dunk,5.0,eng ENG,CB,33-056,28,24,22,2,2,0,0,0,0,0,0,0,0,23,0,0,False,IpswichTown_Brighton_20250116
Jan Paul van Hecke,29.0,nl NED,CB,24-222,90,59,57,2,2,0,0,1,0,0,0,0,0,53,0,0,False,IpswichTown_Brighton_20250116
Joël Veltman,34.0,nl NED,RB,33-001,90,47,42,5,2,1,0,3,3,0,0,0,0,36,0,0,False,IpswichTown_Brighton_20250116
Bart Verbruggen,1.0,nl NED,GK,22-151,90,44,40,4,3,0,0,0,0,0,0,0,0,34,0,0,False,IpswichTown_Brighton_20250116
Rasmus Højlund,9.0,dk DEN,FW,21-347,52,9,9,0,0,0,0,0,0,0,0,0,0,7,0,1,True,ManchesterUtd_Southampton_20250116
Joshua Zirkzee,11.0,nl NED,FW,23-239,38,13,13,0,0,0,0,0,0,0,0,0,0,9,0,0,True,ManchesterUtd_Southampton_20250116
Alejandro Garnacho,17.0,ar ARG,"AM,WB",20-199,90,43,40,3,0,0,0,1,3,0,0,0,0,34,0,2,True,ManchesterUtd_Southampton_20250116
Bruno Fernandes,8.0,pt POR,"AM,CM",30-130,90,71,65,5,4,1,0,3,0,1,1,0,0,57,1,0,True,ManchesterUtd_Southampton_20250116
Kobbie Mainoo,37.0,eng ENG,CM,19-272,45,22,22,0,0,0,0,0,0,0,0,0,0,18,0,1,True,ManchesterUtd_Southampton_20250116
Antony,21.0,br BRA,"AM,WB",24-327,45,20,18,2,0,0,0,1,2,0,0,0,0,16,0,0,True,ManchesterUtd_Southampton_20250116
Manuel Ugarte,25.0,uy URU,CM,23-280,53,32,30,2,0,0,0,0,0,0,0,0,0,28,0,2,True,ManchesterUtd_Southampton_20250116
Toby Collyer,43.0,eng ENG,CM,21-013,37,21,21,0,0,0,0,0,0,0,0,0,0,20,0,0,True,ManchesterUtd_Southampton_20250116
Noussair Mazraoui,3.0,ma MAR,WB,27-063,82,56,46,10,1,0,0,0,9,0,0,0,0,43,0,3,True,ManchesterUtd_Southampton_20250116
Christian Eriksen,14.0,dk DEN,CM,32-337,8,8,7,1,1,1,0,0,0,0,0,0,0,8,0,0,True,ManchesterUtd_Southampton_20250116
Amad Diallo,16.0,ci CIV,"WB,AM",22-189,90,68,61,7,0,0,0,6,4,3,3,0,0,55,0,0,True,ManchesterUtd_Southampton_20250116
Lisandro Martínez,6.0,ar ARG,CB,26-364,90,76,72,4,1,0,0,2,1,0,0,0,0,66,0,0,True,ManchesterUtd_Southampton_20250116
Matthijs de Ligt,4.0,nl NED,CB,25-157,90,69,69,0,0,0,0,0,0,0,0,0,0,63,0,1,True,ManchesterUtd_Southampton_20250116
Leny Yoro,15.0,fr FRA,CB,19-064,82,66,65,1,1,0,0,0,0,0,0,0,0,60,0,2,True,ManchesterUtd_Southampton_20250116
Harry Maguire,5.0,eng ENG,CB,31-317,8,11,9,1,1,0,0,0,0,0,0,0,0,8,1,0,True,ManchesterUtd_Southampton_20250116
André Onana,24.0,cm CMR,GK,28-289,90,43,38,5,1,0,0,0,0,0,0,0,0,30,0,0,True,ManchesterUtd_Southampton_20250116
Kamaldeen Sulemana,20.0,gh GHA,"FW,AM",22-336,90,20,20,0,0,0,0,0,0,0,0,0,0,16,0,0,False,ManchesterUtd_Southampton_20250116
Tyler Dibling,33.0,eng ENG,FW,18-310,62,20,20,0,0,0,0,0,0,0,0,0,0,15,0,2,False,ManchesterUtd_Southampton_20250116
William Smallbone,8.0,ie IRL,"FW,CM",24-330,28,12,9,3,0,0,0,0,0,0,0,0,0,8,0,0,False,ManchesterUtd_Southampton_20250116
Mateus Fernandes,18.0,pt POR,AM,20-190,72,40,35,5,1,0,0,6,0,3,3,0,0,32,0,0,False,ManchesterUtd_Southampton_20250116
Adam Armstrong,9.0,eng ENG,AM,27-341,18,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,False,ManchesterUtd_Southampton_20250116
Joe Aribo,7.0,ng NGA,CM,28-179,72,41,41,0,0,0,0,0,0,0,0,0,0,36,0,0,False,ManchesterUtd_Southampton_20250116
Flynn Downes,4.0,eng ENG,CM,25-362,18,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,False,ManchesterUtd_Southampton_20250116
Lesley Ugochukwu,26.0,fr FRA,CM,20-296,82,41,41,0,0,0,0,0,0,0,0,0,0,37,0,0,False,ManchesterUtd_Southampton_20250116
Paul Onuachu,32.0,ng NGA,FW,30-233,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,ManchesterUtd_Southampton_20250116
Kyle Walker-Peters,2.0,eng ENG,WB,27-278,90,36,31,5,0,0,0,0,5,0,0,0,0,30,0,2,False,ManchesterUtd_Southampton_20250116
Yukinari Sugawara,16.0,jp JPN,WB,24-202,90,36,29,7,0,0,0,2,6,1,0,1,0,28,0,1,False,ManchesterUtd_Southampton_20250116
Taylor Harwood-Bellis,6.0,eng ENG,CB,22-352,90,50,50,0,0,0,0,0,0,0,0,0,0,42,0,0,False,ManchesterUtd_Southampton_20250116
Jan Bednarek,35.0,pl POL,CB,28-279,82,37,36,1,1,0,0,0,0,0,0,0,0,36,0,0,False,ManchesterUtd_Southampton_20250116
Nathan Wood-Gordon,15.0,eng ENG,CB,22-230,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,ManchesterUtd_Southampton_20250116
James Bree,14.0,eng ENG,CB,27-097,90,48,45,3,2,0,0,0,1,0,0,0,0,33,0,1,False,ManchesterUtd_Southampton_20250116
Aaron Ramsdale,30.0,eng ENG,GK,26-247,90,36,25,11,4,0,0,0,0,0,0,0,0,17,0,0,False,ManchesterUtd_Southampton_20250116
Alexander Isak,14.0,se SWE,"FW,LW",25-119,90,24,19,5,0,0,0,0,2,0,0,0,0,18,0,1,True,NewcastleUtd_Bournemouth_20250118
Anthony Gordon,10.0,eng ENG,"LW,RW",23-329,90,39,31,8,3,0,0,10,3,2,0,1,0,22,0,4,True,NewcastleUtd_Bournemouth_20250118
Jacob Murphy,23.0,eng ENG,RW,29-329,65,25,25,0,0,0,0,3,0,0,0,0,0,18,0,2,True,NewcastleUtd_Bournemouth_20250118
Joe Willock,28.0,eng ENG,"LW,LM",25-151,25,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,True,NewcastleUtd_Bournemouth_20250118
Joelinton,7.0,br BRA,"LM,RM",28-157,90,41,40,1,0,0,0,0,0,0,0,0,0,31,0,2,True,NewcastleUtd_Bournemouth_20250118
Sandro Tonali,8.0,it ITA,CM,24-255,90,55,52,3,2,0,0,2,1,0,0,0,0,43,0,1,True,NewcastleUtd_Bournemouth_20250118
Bruno Guimarães,39.0,br BRA,RM,27-063,89,49,47,2,1,0,0,1,0,1,1,0,0,40,0,2,True,NewcastleUtd_Bournemouth_20250118
William Osula,18.0,dk DEN,FW,21-167,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,True,NewcastleUtd_Bournemouth_20250118
Lewis Hall,20.0,eng ENG,LB,20-132,65,40,28,12,2,0,0,5,7,3,3,0,0,32,0,1,True,NewcastleUtd_Bournemouth_20250118
Kieran Trippier,2.0,eng ENG,RB,34-121,25,23,12,10,2,0,0,2,7,1,0,0,1,16,1,0,True,NewcastleUtd_Bournemouth_20250118
Dan Burn,33.0,eng ENG,CB,32-254,90,43,43,0,0,0,1,0,0,0,0,0,0,35,0,1,True,NewcastleUtd_Bournemouth_20250118
Sven Botman,4.0,nl NED,CB,25-006,45,17,15,2,2,0,0,0,0,0,0,0,0,14,0,0,True,NewcastleUtd_Bournemouth_20250118
Fabian Schär,5.0,ch SUI,CB,33-029,45,20,19,1,1,0,0,1,0,0,0,0,0,13,0,2,True,NewcastleUtd_Bournemouth_20250118
Valentino Livramento,21.0,eng ENG,"RB,LB",22-067,90,44,35,9,0,0,0,3,9,0,0,0,0,36,0,0,True,NewcastleUtd_Bournemouth_20250118
Martin Dúbravka,1.0,sk SVK,GK,36-003,90,31,19,12,3,0,0,0,0,0,0,0,0,23,0,0,True,NewcastleUtd_Bournemouth_20250118
Dango Ouattara,11.0,bf BFA,"FW,RW",22-342,89,21,20,1,0,1,0,0,0,0,0,0,0,14,0,1,False,NewcastleUtd_Bournemouth_20250118
Remy Rees-Dottin,51.0,eng ENG,RW,18-318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,NewcastleUtd_Bournemouth_20250118
Antoine Semenyo,24.0,gh GHA,LW,25-011,90,38,37,1,0,0,0,0,1,0,0,0,0,32,0,1,False,NewcastleUtd_Bournemouth_20250118
David Brooks,7.0,wls WAL,RW,27-194,81,31,27,4,2,1,0,9,0,2,1,1,0,21,0,2,False,NewcastleUtd_Bournemouth_20250118
Daniel Jebbison,21.0,ca CAN,FW,21-158,9,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,False,NewcastleUtd_Bournemouth_20250118
Justin Kluivert,19.0,nl NED,AM,25-258,89,35,29,6,0,0,0,5,1,4,4,0,0,25,0,0,False,NewcastleUtd_Bournemouth_20250118
Ben Winterburn,47.0,eng ENG,AM,20-136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,NewcastleUtd_Bournemouth_20250118
Ryan Christie,10.0,sct SCO,DM,29-331,90,45,45,0,0,0,0,2,0,0,0,0,0,36,0,1,False,NewcastleUtd_Bournemouth_20250118
Tyler Adams,12.0,us USA,DM,25-339,90,30,30,0,0,0,0,0,0,0,0,0,0,27,0,0,False,NewcastleUtd_Bournemouth_20250118
Milos Kerkez,3.0,hu HUN,LB,21-072,90,44,36,8,0,0,0,5,8,0,0,0,0,33,0,1,False,NewcastleUtd_Bournemouth_20250118
Dean Huijsen,2.0,es ESP,CB,19-279,90,27,25,2,2,0,1,0,0,0,0,0,0,22,0,1,False,NewcastleUtd_Bournemouth_20250118
Illia Zabarnyi,27.0,ua UKR,CB,22-139,90,31,31,0,0,0,1,0,0,0,0,0,0,21,0,0,False,NewcastleUtd_Bournemouth_20250118
Lewis Cook,4.0,eng ENG,RB,27-350,90,31,26,5,0,0,0,3,5,0,0,0,0,19,0,0,False,NewcastleUtd_Bournemouth_20250118
Kepa Arrizabalaga,13.0,es ESP,GK,30-107,90,25,13,12,4,0,0,0,0,0,0,0,0,9,0,0,False,NewcastleUtd_Bournemouth_20250118
Jamie Vardy,9.0,eng ENG,FW,38-007,90,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0,True,LeicesterCity_Fulham_20250118
Stephy Mavididi,10.0,eng ENG,LW,26-232,70,18,17,1,0,0,0,3,1,0,0,0,0,12,0,1,True,LeicesterCity_Fulham_20250118
Patson Daka,20.0,zm ZAM,LW,26-101,20,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,True,LeicesterCity_Fulham_20250118
Jordan Ayew,18.0,gh GHA,"RW,AM",33-129,70,21,19,2,0,1,0,1,1,0,0,0,0,14,0,0,True,LeicesterCity_Fulham_20250118
Facundo Buonanotte,40.0,ar ARG,AM,20-026,20,8,5,2,1,0,0,1,0,1,1,0,0,4,1,1,True,LeicesterCity_Fulham_20250118
Bilal El Khannouss,11.0,ma MAR,AM,20-253,63,32,25,7,2,0,0,4,0,3,1,0,1,20,0,0,True,LeicesterCity_Fulham_20250118
Kasey McAteer,35.0,ie IRL,RW,23-057,27,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,True,LeicesterCity_Fulham_20250118
Boubakary Soumaré,24.0,fr FRA,DM,25-326,90,59,58,1,0,0,0,2,1,0,0,0,0,49,0,0,True,LeicesterCity_Fulham_20250118
Harry Winks,8.0,eng ENG,DM,28-351,63,29,29,0,0,0,0,0,0,0,0,0,0,25,0,0,True,LeicesterCity_Fulham_20250118
Oliver Skipp,22.0,eng ENG,DM,24-124,27,13,12,1,0,0,0,0,1,0,0,0,0,8,0,1,True,LeicesterCity_Fulham_20250118
Victor Bernth Kristiansen,16.0,dk DEN,LB,22-033,90,45,37,7,0,0,0,4,6,1,1,0,0,38,1,1,True,LeicesterCity_Fulham_20250118
Jannik Vestergaard,23.0,dk DEN,CB,32-168,90,46,39,7,3,0,0,0,0,0,0,0,0,42,0,0,True,LeicesterCity_Fulham_20250118
Wout Faes,3.0,be BEL,CB,26-290,90,46,46,0,0,0,0,0,0,0,0,0,0,37,0,0,True,LeicesterCity_Fulham_20250118
James Justin,2.0,eng ENG,RB,26-330,90,45,36,9,1,0,0,2,8,0,0,0,0,30,0,3,True,LeicesterCity_Fulham_20250118
Jakub Stolarczyk,41.0,pl POL,GK,24-030,90,36,27,9,3,0,0,0,0,0,0,0,0,21,0,0,True,LeicesterCity_Fulham_20250118
Raúl Jiménez,7.0,mx MEX,FW,33-258,70,24,24,0,0,0,0,3,0,0,0,0,0,19,0,1,False,LeicesterCity_Fulham_20250118
Rodrigo Muniz,9.0,br BRA,FW,23-259,20,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,False,LeicesterCity_Fulham_20250118
Alex Iwobi,17.0,ng NGA,LW,28-260,45,29,28,1,0,0,0,4,1,0,0,0,0,19,0,1,False,LeicesterCity_Fulham_20250118
Adama Traoré,11.0,es ESP,"LW,RW,AM",28-359,45,24,24,0,0,0,0,2,0,0,0,0,0,19,0,0,False,LeicesterCity_Fulham_20250118
Harry Wilson,8.0,wls WAL,"RW,LW",27-302,89,41,38,2,0,0,1,3,0,2,0,2,0,31,1,0,False,LeicesterCity_Fulham_20250118
Joshua King,24.0,eng ENG,AM,18-015,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,LeicesterCity_Fulham_20250118
Emile Smith Rowe,32.0,eng ENG,AM,24-174,79,44,43,1,0,0,0,0,0,0,0,0,0,41,0,1,False,LeicesterCity_Fulham_20250118
Tom Cairney,10.0,sct SCO,"AM,CM",33-364,11,13,12,1,1,0,0,0,0,0,0,0,0,13,0,0,False,LeicesterCity_Fulham_20250118
Sander Berge,16.0,no NOR,"DM,CM",26-339,90,63,62,1,1,0,1,0,0,0,0,0,0,60,0,1,False,LeicesterCity_Fulham_20250118
Saša Lukić,20.0,rs SRB,DM,28-158,89,41,40,1,1,0,0,2,0,0,0,0,0,36,0,1,False,LeicesterCity_Fulham_20250118
Issa Diop,31.0,fr FRA,CB,28-009,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,LeicesterCity_Fulham_20250118
Antonee Robinson,33.0,us USA,"LB,WB",27-163,90,92,81,11,0,0,0,7,11,0,0,0,0,77,0,2,False,LeicesterCity_Fulham_20250118
Calvin Bassey,3.0,ng NGA,CB,25-018,90,74,71,3,2,0,1,0,0,0,0,0,0,68,0,0,False,LeicesterCity_Fulham_20250118
Joachim Andersen,5.0,dk DEN,CB,28-232,90,83,79,3,3,0,1,0,0,0,0,0,0,69,1,0,False,LeicesterCity_Fulham_20250118
Timothy Castagne,21.0,be BEL,"RB,WB",29-044,90,77,70,7,0,0,1,2,7,0,0,0,0,58,0,4,False,LeicesterCity_Fulham_20250118
Bernd Leno,1.0,de GER,GK,32-320,90,30,26,4,1,0,0,0,0,0,0,0,0,26,0,0,False,LeicesterCity_Fulham_20250118
Mohammed Kudus,14.0,gh GHA,"FW,RM",24-169,90,28,28,0,0,0,1,1,0,0,0,0,0,24,0,1,True,WestHam_CrystalPalace_20250118
Tomáš Souček,28.0,cz CZE,"AM,CM,CB",29-326,90,46,46,0,0,0,0,0,0,0,0,0,0,36,0,0,True,WestHam_CrystalPalace_20250118
Lucas Paquetá,10.0,br BRA,AM,27-144,55,22,21,1,1,1,0,1,0,0,0,0,0,13,0,1,True,WestHam_CrystalPalace_20250118
Danny Ings,18.0,eng ENG,FW,32-179,35,8,7,1,0,0,0,0,0,0,0,0,0,6,0,1,True,WestHam_CrystalPalace_20250118
Guido Rodríguez,24.0,ar ARG,CM,30-281,45,23,23,0,0,0,0,0,0,0,0,0,0,18,0,0,True,WestHam_CrystalPalace_20250118
Carlos Soler,4.0,es ESP,"LM,CM,AM",28-016,45,32,27,5,2,0,0,2,0,1,0,1,0,28,0,1,True,WestHam_CrystalPalace_20250118
Edson Álvarez,19.0,mx MEX,CM,27-086,82,41,40,1,1,0,1,0,0,0,0,0,0,35,0,0,True,WestHam_CrystalPalace_20250118
Luis Guilherme,17.0,br BRA,LM,18-344,8,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,True,WestHam_CrystalPalace_20250118
Emerson Palmieri,33.0,it ITA,WB,30-168,55,22,21,1,0,0,0,1,1,0,0,0,0,14,0,1,True,WestHam_CrystalPalace_20250118
Lewis Orford,61.0,eng ENG,"DM,CM",18-335,35,33,32,1,1,0,0,0,0,0,0,0,0,29,0,0,True,WestHam_CrystalPalace_20250118
Aaron Wan-Bissaka,29.0,cd COD,"WB,RB",27-053,90,72,68,4,0,0,0,2,4,0,0,0,0,56,0,3,True,WestHam_CrystalPalace_20250118
Aaron Cresswell,3.0,eng ENG,CB,35-034,55,43,35,8,4,0,0,4,3,1,0,1,0,31,0,2,True,WestHam_CrystalPalace_20250118
Oliver Scarles,57.0,eng ENG,LB,19-037,35,25,23,2,0,0,0,2,2,0,0,0,0,22,0,0,True,WestHam_CrystalPalace_20250118
Max Kilman,26.0,eng ENG,CB,27-240,90,85,85,0,0,0,1,0,0,0,0,0,0,73,0,0,True,WestHam_CrystalPalace_20250118
Konstantinos Mavropanos,15.0,gr GRE,CB,27-038,79,55,53,1,1,0,1,0,0,0,0,0,0,45,1,0,True,WestHam_CrystalPalace_20250118
Łukasz Fabiański,1.0,pl POL,GK,39-275,90,36,31,5,0,0,0,0,0,0,0,0,0,32,0,0,True,WestHam_CrystalPalace_20250118
Jean-Philippe Mateta,14.0,fr FRA,FW,27-204,89,14,14,0,0,2,0,1,0,0,0,0,0,11,0,0,False,WestHam_CrystalPalace_20250118
Jeffrey Schlupp,15.0,gh GHA,"AM,FW",32-026,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,WestHam_CrystalPalace_20250118
Eberechi Eze,10.0,eng ENG,AM,26-203,77,38,32,6,4,2,0,5,0,1,0,0,0,32,0,0,False,WestHam_CrystalPalace_20250118
Eddie Nketiah,9.0,eng ENG,"AM,FW",25-233,13,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,False,WestHam_CrystalPalace_20250118
Ismaila Sarr,7.0,sn SEN,AM,26-328,67,21,21,0,0,1,0,1,0,0,0,0,0,8,0,0,False,WestHam_CrystalPalace_20250118
Justin Devenny,55.0,nir NIR,"AM,CM",21-099,23,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,False,WestHam_CrystalPalace_20250118
Daichi Kamada,18.0,jp JPN,CM,28-166,90,56,55,1,1,1,0,2,0,0,0,0,0,49,0,1,False,WestHam_CrystalPalace_20250118
Will Hughes,19.0,eng ENG,CM,29-276,89,47,42,5,2,0,0,6,0,3,2,0,0,35,0,1,False,WestHam_CrystalPalace_20250118
Nathaniel Clyne,17.0,eng ENG,"WB,CM",33-288,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,WestHam_CrystalPalace_20250118
Tyrick Mitchell,3.0,eng ENG,WB,25-139,90,48,35,13,1,0,0,3,12,0,0,0,0,33,0,5,False,WestHam_CrystalPalace_20250118
Daniel Muñoz,12.0,co COL,"WB,AM",28-237,90,43,35,8,0,1,0,0,8,0,0,0,0,35,0,1,False,WestHam_CrystalPalace_20250118
Marc Guéhi,6.0,eng ENG,CB,24-189,90,67,65,2,1,1,0,0,0,0,0,0,0,55,0,0,False,WestHam_CrystalPalace_20250118
Maxence Lacroix,5.0,fr FRA,CB,24-287,90,73,71,2,2,0,0,0,0,0,0,0,0,64,0,1,False,WestHam_CrystalPalace_20250118
Chris Richards,26.0,us USA,CB,24-296,90,58,57,1,1,0,0,0,0,0,0,0,0,52,0,0,False,WestHam_CrystalPalace_20250118
Dean Henderson,1.0,eng ENG,GK,27-312,90,33,27,6,1,0,0,0,0,0,0,0,0,20,0,0,False,WestHam_CrystalPalace_20250118
Yoane Wissa,11.0,cd COD,FW,28-137,90,15,15,0,0,0,0,0,0,0,0,0,0,14,0,0,True,Brentford_Liverpool_20250118
Yehor Yarmoliuk,18.0,ua UKR,"LW,DM",20-323,90,27,26,0,0,0,1,0,0,0,0,0,0,18,1,2,True,Brentford_Liverpool_20250118
Bryan Mbeumo,19.0,cm CMR,RW,25-164,90,20,16,3,3,0,0,5,0,0,0,0,0,7,1,0,True,Brentford_Liverpool_20250118
Mikkel Damsgaard,24.0,dk DEN,AM,24-199,80,25,23,2,0,0,0,1,0,1,1,0,0,22,0,0,True,Brentford_Liverpool_20250118
Mathias Jensen,8.0,dk DEN,AM,29-017,10,4,1,2,0,0,0,1,0,1,1,0,0,2,1,0,True,Brentford_Liverpool_20250118
Vitaly Janelt,27.0,de GER,DM,26-253,65,30,29,1,1,0,0,0,0,0,0,0,0,24,0,1,True,Brentford_Liverpool_20250118
Kevin Schade,7.0,de GER,LW,23-052,25,8,8,0,0,0,0,0,0,0,0,0,0,2,0,1,True,Brentford_Liverpool_20250118
Christian Nørgaard,6.0,dk DEN,DM,30-314,90,40,35,4,1,0,0,1,2,0,0,0,0,36,1,0,True,Brentford_Liverpool_20250118
Keane Lewis-Potter,23.0,eng ENG,LB,23-331,90,33,25,7,0,0,0,1,7,0,0,0,0,21,1,0,True,Brentford_Liverpool_20250118
Sepp van den Berg,4.0,nl NED,CB,23-029,90,29,22,7,0,0,0,0,0,0,0,0,0,27,0,0,True,Brentford_Liverpool_20250118
Nathan Collins,22.0,ie IRL,CB,23-263,90,38,38,0,0,0,0,0,0,0,0,0,0,32,0,0,True,Brentford_Liverpool_20250118
Mads Roerslev,30.0,dk DEN,RB,25-208,90,25,22,3,1,0,0,0,2,0,0,0,0,20,0,0,True,Brentford_Liverpool_20250118
Mark Flekken,1.0,nl NED,GK,31-219,90,55,41,13,6,0,0,0,0,0,0,0,0,42,1,0,True,Brentford_Liverpool_20250118
Luis Díaz,7.0,co COL,FW,28-005,64,25,25,0,0,0,0,1,0,0,0,0,0,21,0,1,False,Brentford_Liverpool_20250118
Darwin Núñez,9.0,uy URU,FW,25-208,26,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,False,Brentford_Liverpool_20250118
Cody Gakpo,18.0,nl NED,LW,25-256,86,37,37,0,0,0,0,3,0,0,0,0,0,28,0,2,False,Brentford_Liverpool_20250118
Federico Chiesa,14.0,it ITA,LW,27-085,4,8,8,0,0,0,0,1,0,0,0,0,0,6,0,1,False,Brentford_Liverpool_20250118
Mohamed Salah,11.0,eg EGY,RW,32-217,90,38,38,0,0,0,0,0,0,0,0,0,0,26,0,6,False,Brentford_Liverpool_20250118
Dominik Szoboszlai,8.0,hu HUN,AM,24-085,79,35,33,2,0,0,0,1,1,0,0,0,0,31,0,0,False,Brentford_Liverpool_20250118
Harvey Elliott,19.0,eng ENG,AM,21-289,11,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,False,Brentford_Liverpool_20250118
Alexis Mac Allister,10.0,ar ARG,DM,26-025,79,49,48,1,0,0,0,1,1,0,0,0,0,44,0,0,False,Brentford_Liverpool_20250118
Curtis Jones,17.0,eng ENG,DM,23-354,11,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0,False,Brentford_Liverpool_20250118
Ryan Gravenberch,38.0,nl NED,DM,22-247,90,47,45,2,1,0,0,1,1,0,0,0,0,42,0,1,False,Brentford_Liverpool_20250118
Kostas Tsimikas,21.0,gr GRE,LB,28-251,64,43,33,10,0,0,0,7,3,7,3,3,0,37,0,1,False,Brentford_Liverpool_20250118
Andrew Robertson,26.0,sct SCO,LB,30-313,26,26,24,2,1,0,0,5,0,1,0,1,0,22,0,0,False,Brentford_Liverpool_20250118
Virgil van Dijk,4.0,nl NED,CB,33-194,90,50,43,7,5,0,1,0,0,0,0,0,0,46,0,0,False,Brentford_Liverpool_20250118
Ibrahima Konaté,5.0,fr FRA,CB,25-238,90,50,46,4,3,0,0,0,1,0,0,0,0,46,0,0,False,Brentford_Liverpool_20250118
Trent Alexander-Arnold,66.0,eng ENG,RB,26-103,90,70,58,12,2,0,1,12,3,7,3,3,0,56,0,3,False,Brentford_Liverpool_20250118
Alisson,1.0,br BRA,GK,32-108,90,26,25,1,0,0,0,0,0,0,0,0,0,21,0,0,False,Brentford_Liverpool_20250118
Kai Havertz,29.0,de GER,FW,25-221,90,20,20,0,0,0,0,3,0,0,0,0,0,17,0,1,True,Arsenal_AstonVilla_20250118
Leandro Trossard,19.0,be BEL,LW,30-045,90,42,41,0,0,0,0,11,0,0,0,0,0,26,1,3,True,Arsenal_AstonVilla_20250118
Gabriel Martinelli,11.0,br BRA,RW,23-214,81,19,19,0,0,1,0,4,0,0,0,0,0,10,0,1,True,Arsenal_AstonVilla_20250118
