player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,home,game_id
Nick Pope,1.0,engENG,GK,33-182,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,Brighton_NewcastleUtd_20251018
Jean-Philippe Mateta,14.0,frFRA,FW,28-112,90.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,True,CrystalPalace_Bournemouth_20251018
Yeremi Pino,10.0,esESP,AM,22-363,63.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,True,CrystalPalace_Bournemouth_20251018
Eddie Nketiah,9.0,engENG,AM,26-141,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,True,CrystalPalace_Bournemouth_20251018
Ismaila Sarr,7.0,snSEN,AM,27-235,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,True,CrystalPalace_Bournemouth_20251018
Adam Wharton,20.0,engENG,CM,21-254,90.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,True,CrystalPalace_Bournemouth_20251018
Daichi Kamada,18.0,jpJPN,CM,29-074,90.0,4.0,3.0,1.0,3.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,True,CrystalPalace_Bournemouth_20251018
Tyrick Mitchell,3.0,engENG,WB,26-047,90.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1.0,3.0,4.0,0.0,True,CrystalPalace_Bournemouth_20251018
Daniel Muñoz,2.0,coCOL,WB,29-145,90.0,5.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,1.0,6.0,5.0,0.0,True,CrystalPalace_Bournemouth_20251018
Marc Guéhi,6.0,engENG,CB,25-097,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,True,CrystalPalace_Bournemouth_20251018
Maxence Lacroix,5.0,frFRA,CB,25-195,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,True,CrystalPalace_Bournemouth_20251018
Chris Richards,26.0,usUSA,CB,25-204,90.0,4.0,2.0,3.0,1.0,0.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,1.0,5.0,10.0,0.0,True,CrystalPalace_Bournemouth_20251018
Dean Henderson,1.0,engENG,GK,28-220,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,CrystalPalace_Bournemouth_20251018
Eli Junior Kroupi,22.0,frFRA,FW,19-117,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,False,CrystalPalace_Bournemouth_20251018
Amine Adli,21.0,maMAR,WB,25-161,16.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,CrystalPalace_Bournemouth_20251018
Antoine Semenyo,24.0,ghGHA,"LW,FW",25-284,90.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,False,CrystalPalace_Bournemouth_20251018
Marcus Tavernier,16.0,engENG,"RW,AM",26-210,89.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,False,CrystalPalace_Bournemouth_20251018
Lewis Cook,4.0,engENG,CM,28-257,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,CrystalPalace_Bournemouth_20251018
Justin Kluivert,19.0,nlNED,AM,26-166,75.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,False,CrystalPalace_Bournemouth_20251018
Ben Gannon-Doak,11.0,sctSCO,FW,19-341,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,CrystalPalace_Bournemouth_20251018
Tyler Adams,12.0,usUSA,"DM,CM",26-246,90.0,5.0,2.0,1.0,2.0,2.0,4.0,4.0,100.0,0.0,3.0,1.0,2.0,0.0,5.0,5.0,0.0,False,CrystalPalace_Bournemouth_20251018
Alex Scott,8.0,engENG,DM,22-058,66.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,False,CrystalPalace_Bournemouth_20251018
Ryan Christie,10.0,sctSCO,"CM,DM",30-238,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,False,CrystalPalace_Bournemouth_20251018
Adrien Truffert,3.0,frFRA,"LB,WB",23-332,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,False,CrystalPalace_Bournemouth_20251018
Marcos Senesi,5.0,arARG,CB,28-161,90.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,33.3,2.0,4.0,3.0,1.0,4.0,6.0,12.0,0.0,False,CrystalPalace_Bournemouth_20251018
Bafodé Diakité,18.0,frFRA,CB,24-285,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,False,CrystalPalace_Bournemouth_20251018
Álex Jiménez,20.0,esESP,RB,20-163,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,False,CrystalPalace_Bournemouth_20251018
James Hill,23.0,engENG,CB,23-281,16.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,False,CrystalPalace_Bournemouth_20251018
Đorđe Petrović,1.0,rsSRB,GK,26-010,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,CrystalPalace_Bournemouth_20251018
Erling Haaland,9.0,noNOR,FW,25-089,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,True,ManchesterCity_Everton_20251018
Jeremy Doku,11.0,beBEL,LM,23-144,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,ManchesterCity_Everton_20251018
Oscar Bobb,52.0,noNOR,RM,22-098,32.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,ManchesterCity_Everton_20251018
Phil Foden,47.0,engENG,CM,25-143,90.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,True,ManchesterCity_Everton_20251018
Tijjani Reijnders,4.0,nlNED,CM,27-081,58.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,True,ManchesterCity_Everton_20251018
Bernardo Silva,20.0,ptPOR,CM,31-069,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True,ManchesterCity_Everton_20251018
Sávio,26.0,brBRA,"RM,LM",21-191,84.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,True,ManchesterCity_Everton_20251018
Rayan Cherki,10.0,frFRA,LM,22-062,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,ManchesterCity_Everton_20251018
Nicolás González,14.0,esESP,DM,23-288,85.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,True,ManchesterCity_Everton_20251018
Mateo Kovačić,8.0,hrCRO,DM,31-165,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,ManchesterCity_Everton_20251018
Nico O’Reilly,33.0,engENG,LB,20-211,84.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,True,ManchesterCity_Everton_20251018
Rico Lewis,82.0,engENG,LB,20-331,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,ManchesterCity_Everton_20251018
Nathan Aké,6.0,nlNED,CB,30-242,90.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,True,ManchesterCity_Everton_20251018
Rúben Dias,3.0,ptPOR,CB,28-157,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,1.0,2.0,5.0,0.0,True,ManchesterCity_Everton_20251018
Matheus Nunes,27.0,ptPOR,RB,27-052,90.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,True,ManchesterCity_Everton_20251018
Gianluigi Donnarumma,25.0,itITA,GK,26-235,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,ManchesterCity_Everton_20251018
Beto,9.0,gwGNB,FW,27-260,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,ManchesterCity_Everton_20251018
Thierno Barry,11.0,frFRA,FW,22-362,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,ManchesterCity_Everton_20251018
Carlos Alcaraz,24.0,arARG,LW,22-322,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,ManchesterCity_Everton_20251018
Merlin Röhl,34.0,deGER,"RW,LW",23-105,21.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,ManchesterCity_Everton_20251018
Iliman Ndiaye,10.0,snSEN,"RW,LW",25-226,85.0,4.0,3.0,3.0,1.0,0.0,2.0,5.0,40.0,3.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,False,ManchesterCity_Everton_20251018
Tyler Dibling,20.0,engENG,RW,19-220,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,ManchesterCity_Everton_20251018
Kiernan Dewsbury-Hall,22.0,engENG,AM,27-042,85.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,ManchesterCity_Everton_20251018
Dwight McNeil,7.0,engENG,AM,25-330,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,ManchesterCity_Everton_20251018
Idrissa Gana Gueye,27.0,snSEN,DM,36-022,69.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,False,ManchesterCity_Everton_20251018
Tim Iroegbunam,42.0,engENG,DM,22-110,21.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,False,ManchesterCity_Everton_20251018
James Garner,37.0,engENG,DM,24-219,90.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,20.0,4.0,1.0,1.0,0.0,3.0,5.0,5.0,0.0,False,ManchesterCity_Everton_20251018
Vitaliy Mykolenko,16.0,uaUKR,LB,26-142,90.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,False,ManchesterCity_Everton_20251018
Michael Keane,5.0,engENG,CB,32-280,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,False,ManchesterCity_Everton_20251018
James Tarkowski,6.0,engENG,CB,32-333,90.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,2.0,9.0,0.0,False,ManchesterCity_Everton_20251018
Jake O'Brien,15.0,ieIRL,RB,24-156,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,False,ManchesterCity_Everton_20251018
Jordan Pickford,1.0,engENG,GK,31-225,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,ManchesterCity_Everton_20251018
Raúl Jiménez,7.0,mxMEX,FW,34-166,90.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,True,Fulham_Arsenal_20251018
Alex Iwobi,17.0,ngNGA,"LW,CM",29-168,90.0,4.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,6.0,3.0,0.0,True,Fulham_Arsenal_20251018
Harry Wilson,8.0,wlsWAL,"RW,RM",28-210,81.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,True,Fulham_Arsenal_20251018
Adama Traoré,11.0,esESP,RM,29-266,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Fulham_Arsenal_20251018
Joshua King,24.0,engENG,AM,18-288,63.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,True,Fulham_Arsenal_20251018
Kevin,22.0,brBRA,LM,22-287,27.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,True,Fulham_Arsenal_20251018
Tom Cairney,10.0,sctSCO,DM,34-271,63.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,Fulham_Arsenal_20251018
Emile Smith Rowe,32.0,engENG,CM,25-082,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Fulham_Arsenal_20251018
Sander Berge,16.0,noNOR,DM,27-246,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,Fulham_Arsenal_20251018
Ryan Sessegnon,30.0,engENG,LB,25-153,90.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,True,Fulham_Arsenal_20251018
Jorge Cuenca,15.0,esESP,CB,25-335,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,8.0,0.0,True,Fulham_Arsenal_20251018
Calvin Bassey,3.0,ngNGA,CB,25-291,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,True,Fulham_Arsenal_20251018
Joachim Andersen,5.0,dkDEN,CB,29-140,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,True,Fulham_Arsenal_20251018
Issa Diop,31.0,frFRA,CB,28-282,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,Fulham_Arsenal_20251018
Timothy Castagne,21.0,beBEL,RB,29-317,90.0,4.0,3.0,2.0,2.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0.0,4.0,5.0,0.0,True,Fulham_Arsenal_20251018
Bernd Leno,1.0,deGER,GK,33-228,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Fulham_Arsenal_20251018
Viktor Gyökeres,14.0,seSWE,FW,27-136,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,Fulham_Arsenal_20251018
Christian Nørgaard,16.0,dkDEN,"CM,FW",31-222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Fulham_Arsenal_20251018
Leandro Trossard,19.0,beBEL,LW,30-318,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,Fulham_Arsenal_20251018
Gabriel Martinelli,11.0,brBRA,LW,24-122,10.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,False,Fulham_Arsenal_20251018
Bukayo Saka,7.0,engENG,RW,24-043,90.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,False,Fulham_Arsenal_20251018
Declan Rice,41.0,engENG,LM,26-277,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,False,Fulham_Arsenal_20251018
Martín Zubimendi,36.0,esESP,"CM,RM",26-258,90.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,False,Fulham_Arsenal_20251018
Eberechi Eze,10.0,engENG,RM,27-111,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Fulham_Arsenal_20251018
Mikel Merino,23.0,esESP,"RM,FW",29-118,29.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,False,Fulham_Arsenal_20251018
Riccardo Calafiori,33.0,itITA,LB,23-152,90.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,False,Fulham_Arsenal_20251018
Gabriel Magalhães,6.0,brBRA,CB,27-303,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,False,Fulham_Arsenal_20251018
William Saliba,2.0,frFRA,CB,24-208,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,False,Fulham_Arsenal_20251018
Jurriën Timber,12.0,nlNED,RB,24-123,90.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,False,Fulham_Arsenal_20251018
David Raya,1.0,esESP,GK,30-033,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,Fulham_Arsenal_20251018
Mathys Tel,11.0,frFRA,FW,20-175,59.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Tottenham_AstonVilla_20251019
Richarlison,9.0,brBRA,FW,28-162,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Tottenham_AstonVilla_20251019
Wilson Odobert,28.0,frFRA,LW,20-325,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,True,Tottenham_AstonVilla_20251019
Randal Kolo Muani,39.0,frFRA,"FW,LW",26-318,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Tottenham_AstonVilla_20251019
Mohammed Kudus,20.0,ghGHA,"RW,WB",25-078,90.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,True,Tottenham_AstonVilla_20251019
Xavi Simons,7.0,nlNED,AM,22-181,78.0,4.0,2.0,2.0,2.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,True,Tottenham_AstonVilla_20251019
Lucas Bergvall,15.0,seSWE,AM,19-259,12.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,True,Tottenham_AstonVilla_20251019
Rodrigo Bentancur,30.0,uyURU,DM,28-116,85.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,True,Tottenham_AstonVilla_20251019
Pape Matar Sarr,29.0,snSEN,CM,23-035,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,Tottenham_AstonVilla_20251019
João Palhinha,6.0,ptPOR,"DM,CM",30-102,90.0,10.0,6.0,3.0,6.0,1.0,6.0,8.0,75.0,2.0,1.0,0.0,1.0,2.0,12.0,2.0,0.0,True,Tottenham_AstonVilla_20251019
Djed Spence,24.0,engENG,LB,25-071,85.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,True,Tottenham_AstonVilla_20251019
Brennan Johnson,22.0,wlsWAL,WB,24-149,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Tottenham_AstonVilla_20251019
Micky van de Ven,37.0,nlNED,CB,24-183,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,True,Tottenham_AstonVilla_20251019
Kevin Danso,4.0,atAUT,CB,27-030,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,True,Tottenham_AstonVilla_20251019
Pedro Porro,23.0,esESP,"RB,CB",26-036,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,True,Tottenham_AstonVilla_20251019
Guglielmo Vicario,1.0,itITA,GK,29-012,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,Tottenham_AstonVilla_20251019
Donyell Malen,17.0,nlNED,FW,26-283,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Tottenham_AstonVilla_20251019
Ollie Watkins,11.0,engENG,FW,29-293,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,False,Tottenham_AstonVilla_20251019
John McGinn,7.0,sctSCO,"LW,RW",31-001,90.0,4.0,3.0,2.0,0.0,2.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,False,Tottenham_AstonVilla_20251019
Evann Guessand,29.0,ciCIV,RW,24-110,60.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,False,Tottenham_AstonVilla_20251019
Emi Buendía,10.0,arARG,LW,28-298,30.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,False,Tottenham_AstonVilla_20251019
Morgan Rogers,27.0,engENG,AM,23-085,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,Tottenham_AstonVilla_20251019
Amadou Onana,24.0,beBEL,DM,24-064,81.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,7.0,0.0,False,Tottenham_AstonVilla_20251019
Ross Barkley,6.0,engENG,DM,31-318,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Tottenham_AstonVilla_20251019
Boubacar Kamara,44.0,frFRA,DM,25-330,90.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,False,Tottenham_AstonVilla_20251019
Lucas Digne,12.0,frFRA,LB,32-091,81.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,False,Tottenham_AstonVilla_20251019
Ian Maatsen,22.0,nlNED,LB,23-223,9.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,False,Tottenham_AstonVilla_20251019
Pau Torres,14.0,esESP,CB,28-276,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,False,Tottenham_AstonVilla_20251019
Ezri Konsa,4.0,engENG,CB,27-361,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,False,Tottenham_AstonVilla_20251019
Matty Cash,2.0,plPOL,RB,28-073,90.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,False,Tottenham_AstonVilla_20251019
Emiliano Martínez,23.0,arARG,GK,33-047,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,Tottenham_AstonVilla_20251019
Alexander Isak,9.0,seSWE,FW,26-028,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,True,Liverpool_ManchesterUtd_20251019
Federico Chiesa,14.0,itITA,FW,27-359,19.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,True,Liverpool_ManchesterUtd_20251019
Cody Gakpo,18.0,nlNED,"LW,LM",26-165,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Liverpool_ManchesterUtd_20251019
