player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,home,game_id
Hannibal Mejbri,28,tnTUN,RM,22-207,62,18,0,1,5,12,2,18,3,2,66.7,1,33.3,7,21,1,0,0,0,1,1,9,2,False,Tottenham_Burnley_20250816
Jacob Bruun Larsen,7,dkDEN,"LM,FW",26-331,28,13,0,1,5,7,3,13,1,1,100.0,0,0.0,7,17,13,0,0,0,0,1,6,1,False,Tottenham_Burnley_20250816
Quilindschy Hartman,3,nlNED,LB,23-275,90,43,4,12,14,17,1,43,0,0,,0,,9,23,15,0,0,0,1,0,18,2,False,Tottenham_Burnley_20250816
Maxime Estève,5,frFRA,CB,23-082,90,35,8,23,10,2,1,35,0,0,,0,,12,20,3,0,0,0,2,0,16,0,False,Tottenham_Burnley_20250816
Hjalmar Ekdal,18,seSWE,CB,26-299,90,26,6,14,8,4,4,26,0,0,,0,,11,28,4,0,0,0,0,0,17,0,False,Tottenham_Burnley_20250816
Kyle Walker,2,engENG,"CB,RB",35-080,90,44,4,16,18,10,0,44,0,0,,0,,20,75,34,0,0,0,0,1,20,1,False,Tottenham_Burnley_20250816
Oliver Sonne,22,pePER,"RB,RM",24-279,73,21,0,4,5,12,2,21,1,1,100.0,0,0.0,5,6,4,0,0,0,0,0,9,3,False,Tottenham_Burnley_20250816
Loum Tchaouna,17,frFRA,"FW,RM",21-342,17,7,0,0,3,5,0,7,1,1,100.0,0,0.0,4,54,25,1,2,0,0,0,3,0,False,Tottenham_Burnley_20250816
Martin Dúbravka,1,skSVK,GK,36-213,90,36,29,35,1,0,0,36,0,0,,0,,14,74,44,0,0,0,0,0,12,0,False,Tottenham_Burnley_20250816
Jørgen Strand Larsen,9,noNOR,FW,25-191,81,27,2,3,15,9,5,27,0,0,,0,,19,69,31,0,0,0,2,1,22,5,True,Wolves_ManchesterCity_20250816
Hwang Hee-chan,11,krKOR,FW,29-202,9,4,0,1,0,3,0,4,0,0,,0,,1,13,5,1,0,0,0,0,1,0,True,Wolves_ManchesterCity_20250816
Jean-Ricner Bellegarde,27,htHAI,LW,27-050,72,33,1,2,19,12,2,33,1,0,0.0,1,100.0,16,83,41,2,1,0,0,3,20,1,True,Wolves_ManchesterCity_20250816
Jhon Arias,10,coCOL,LW,27-329,18,10,0,1,3,6,1,10,0,0,,0,,6,21,12,0,0,0,0,1,6,1,True,Wolves_ManchesterCity_20250816
Marshall Munetsi,5,zwZIM,RW,29-055,90,22,0,4,11,8,2,22,2,2,100.0,0,0.0,14,98,52,1,2,0,1,1,13,2,True,Wolves_ManchesterCity_20250816
David Møller Wolfe,6,noNOR,LM,23-115,71,35,3,16,13,7,1,35,0,0,,0,,13,55,20,1,1,0,1,1,18,3,True,Wolves_ManchesterCity_20250816
Hugo Bueno,3,esESP,LM,22-332,19,19,0,3,9,9,3,19,3,1,33.3,1,33.3,12,117,62,4,2,2,1,0,11,1,True,Wolves_ManchesterCity_20250816
João Gomes,8,brBRA,CM,24-185,90,65,3,8,47,11,2,65,1,1,100.0,0,0.0,37,210,87,1,1,0,1,1,46,0,True,Wolves_ManchesterCity_20250816
André,7,brBRA,CM,24-031,71,40,3,12,26,4,0,40,1,0,0.0,0,0.0,25,114,36,0,1,0,0,1,23,0,True,Wolves_ManchesterCity_20250816
Fer López,28,esESP,CM,21-084,19,10,1,2,3,5,1,10,0,0,,0,,6,55,27,1,0,0,1,0,7,0,True,Wolves_ManchesterCity_20250816
Ki-Jana Hoever,26,nlNED,RM,23-210,72,48,7,9,18,21,0,48,1,0,0.0,1,100.0,26,75,22,0,1,0,1,2,26,7,True,Wolves_ManchesterCity_20250816
Rodrigo Gomes,21,ptPOR,RM,22-040,18,15,0,3,2,10,2,15,1,0,0.0,1,100.0,7,42,12,0,2,0,0,1,9,3,True,Wolves_ManchesterCity_20250816
Toti Gomes,24,ptPOR,CB,26-212,90,63,6,31,30,2,0,63,1,1,100.0,0,0.0,49,219,81,1,0,0,0,1,48,0,True,Wolves_ManchesterCity_20250816
Emmanuel Agbadou,12,ciCIV,CB,28-060,90,70,12,38,31,1,0,70,0,0,,0,,51,259,77,0,1,0,1,1,57,0,True,Wolves_ManchesterCity_20250816
Matt Doherty,2,ieIRL,CB,33-212,90,54,4,19,28,7,0,54,0,0,,0,,29,92,51,0,0,0,0,0,34,0,True,Wolves_ManchesterCity_20250816
José Sá,1,ptPOR,GK,32-211,90,27,24,27,0,0,0,27,0,0,,0,,16,85,46,0,0,0,0,0,12,0,True,Wolves_ManchesterCity_20250816
Erling Haaland,9,noNOR,FW,25-026,72,13,0,1,2,10,7,13,1,0,0.0,1,100.0,6,24,7,0,0,0,1,0,12,1,False,Wolves_ManchesterCity_20250816
Rayan Cherki,10,frFRA,FW,21-364,18,22,0,4,10,8,0,22,0,0,,0,,12,117,72,2,3,0,0,1,20,0,False,Wolves_ManchesterCity_20250816
Jeremy Doku,11,beBEL,LW,23-081,65,29,0,0,11,18,2,29,3,1,33.3,2,66.7,22,145,71,2,3,0,3,1,25,11,False,Wolves_ManchesterCity_20250816
Omar Marmoush,7,egEGY,LW,26-190,25,9,0,0,3,7,2,9,2,0,0.0,1,50.0,7,42,6,0,0,1,0,1,7,3,False,Wolves_ManchesterCity_20250816
Oscar Bobb,52,noNOR,RW,22-035,90,41,1,3,18,21,2,41,5,3,60.0,2,40.0,29,196,92,3,2,2,1,1,33,12,False,Wolves_ManchesterCity_20250816
Bernardo Silva,20,ptPOR,LM,31-006,65,53,3,14,25,14,2,53,1,0,0.0,1,100.0,23,96,36,0,1,0,1,2,28,6,False,Wolves_ManchesterCity_20250816
Nico O’Reilly,33,engENG,LM,20-148,25,19,0,3,8,8,0,19,0,0,,0,,10,54,30,1,1,0,0,2,18,1,False,Wolves_ManchesterCity_20250816
Nicolás González,14,esESP,CM,23-225,90,89,3,15,61,13,1,89,5,4,80.0,0,0.0,47,252,142,2,0,1,1,0,66,2,False,Wolves_ManchesterCity_20250816
Tijjani Reijnders,4,nlNED,RM,27-018,90,76,1,5,46,26,5,76,3,1,33.3,2,66.7,46,251,127,5,3,0,3,4,65,7,False,Wolves_ManchesterCity_20250816
Rayan Aït-Nouri,21,dzALG,LB,24-071,90,94,5,39,37,18,0,94,3,1,33.3,2,66.7,44,252,102,3,1,0,3,1,55,0,False,Wolves_ManchesterCity_20250816
Rúben Dias,3,ptPOR,CB,28-094,90,83,13,36,46,1,1,83,1,1,100.0,0,0.0,49,254,142,3,0,0,0,0,67,0,False,Wolves_ManchesterCity_20250816
John Stones,5,engENG,CB,31-080,81,63,5,25,36,5,0,63,2,2,100.0,0,0.0,36,288,146,2,1,0,0,0,48,1,False,Wolves_ManchesterCity_20250816
Abdukodir Khusanov,45,uzUZB,CB,21-168,9,6,1,4,1,1,0,6,1,1,100.0,0,0.0,4,51,33,0,0,0,0,0,5,0,False,Wolves_ManchesterCity_20250816
Rico Lewis,82,engENG,RB,20-268,65,65,4,13,41,12,4,65,1,0,0.0,0,0.0,42,198,97,2,0,0,2,0,51,7,False,Wolves_ManchesterCity_20250816
Matheus Nunes,27,ptPOR,RB,26-354,25,24,2,10,13,1,0,24,0,0,,0,,7,52,22,0,0,0,0,1,14,0,False,Wolves_ManchesterCity_20250816
James Trafford,1,engENG,GK,22-310,90,34,28,34,0,0,0,34,0,0,,0,,20,103,16,0,0,0,0,0,17,0,False,Wolves_ManchesterCity_20250816
João Pedro,20,brBRA,FW,23-325,72,22,0,0,5,17,4,22,2,0,0.0,2,100.0,18,72,10,1,0,1,2,1,20,6,True,Chelsea_CrystalPalace_20250817
Liam Delap,9,engENG,FW,22-190,18,9,1,1,3,5,2,9,0,0,,0,,6,28,10,1,0,0,1,1,7,3,True,Chelsea_CrystalPalace_20250817
Jamie Gittens,11,engENG,LW,21-009,53,26,1,4,8,14,2,26,5,2,40.0,3,60.0,14,125,21,1,1,1,4,0,15,6,True,Chelsea_CrystalPalace_20250817
Estêvão Willian,41,brBRA,RW,18-115,37,19,1,1,6,12,3,19,6,2,33.3,4,66.7,12,100,40,1,0,1,1,0,11,8,True,Chelsea_CrystalPalace_20250817
Pedro Neto,7,ptPOR,"RW,LW",25-161,90,55,0,1,20,34,4,55,5,3,60.0,2,40.0,35,195,110,3,0,1,5,0,39,8,True,Chelsea_CrystalPalace_20250817
Cole Palmer,10,engENG,AM,23-103,90,45,0,2,17,29,7,45,3,1,33.3,1,33.3,33,216,107,6,2,2,2,0,33,9,True,Chelsea_CrystalPalace_20250817
Moisés Caicedo,25,ecECU,DM,23-288,90,81,3,11,61,10,0,81,2,1,50.0,0,0.0,57,315,175,1,1,0,0,1,59,0,True,Chelsea_CrystalPalace_20250817
Enzo Fernández,8,arARG,DM,24-212,78,42,0,4,23,15,1,42,0,0,,0,,33,180,95,2,2,0,2,0,35,6,True,Chelsea_CrystalPalace_20250817
Andrey Santos,17,brBRA,DM,21-106,12,8,0,1,5,2,2,8,0,0,,0,,6,22,12,0,0,0,0,0,6,2,True,Chelsea_CrystalPalace_20250817
Marc Cucurella,3,esESP,LB,27-026,90,59,1,6,34,19,3,59,0,0,,0,,35,157,109,1,3,0,0,0,38,8,True,Chelsea_CrystalPalace_20250817
Trevoh Chalobah,23,engENG,CB,26-043,90,114,8,31,74,10,1,114,1,1,100.0,0,0.0,85,372,211,1,2,0,1,0,92,0,True,Chelsea_CrystalPalace_20250817
Joshua Acheampong,34,engENG,CB,19-104,90,102,6,38,59,6,2,102,3,2,66.7,0,0.0,80,370,190,0,1,0,0,0,85,0,True,Chelsea_CrystalPalace_20250817
Reece James,24,engENG,RB,25-252,78,93,1,18,57,18,0,93,0,0,,0,,65,297,176,0,0,0,1,1,62,1,True,Chelsea_CrystalPalace_20250817
Malo Gusto,27,frFRA,RB,22-090,12,18,0,2,12,4,0,18,0,0,,0,,13,77,44,0,0,0,0,0,14,1,True,Chelsea_CrystalPalace_20250817
Robert Sánchez,1,esESP,GK,27-272,90,39,27,38,1,0,0,39,0,0,,0,,26,102,61,0,0,0,0,0,20,0,True,Chelsea_CrystalPalace_20250817
Jean-Philippe Mateta,14,frFRA,FW,28-050,90,26,4,5,15,7,1,26,0,0,,0,,16,65,26,1,1,1,1,2,19,3,False,Chelsea_CrystalPalace_20250817
Eberechi Eze,10,engENG,AM,27-049,83,37,0,2,24,11,1,37,4,2,50.0,1,25.0,18,116,60,0,0,0,1,2,22,2,False,Chelsea_CrystalPalace_20250817
Justin Devenny,55,nirNIR,AM,21-310,7,2,0,1,0,1,1,2,0,0,,0,,1,1,0,0,0,0,1,0,1,1,False,Chelsea_CrystalPalace_20250817
Ismaila Sarr,7,snSEN,AM,27-173,90,29,6,9,13,7,0,29,2,0,0.0,0,0.0,15,107,52,1,4,0,5,4,20,2,False,Chelsea_CrystalPalace_20250817
Will Hughes,19,engENG,CM,30-122,69,21,4,11,9,1,0,21,0,0,,0,,6,37,32,0,0,0,0,1,8,0,False,Chelsea_CrystalPalace_20250817
Jefferson Lerma,8,coCOL,CM,30-296,21,9,2,3,2,4,1,9,0,0,,0,,2,9,0,0,0,0,0,0,3,1,False,Chelsea_CrystalPalace_20250817
Adam Wharton,20,engENG,CM,21-192,90,29,1,11,15,5,0,29,2,2,100.0,0,0.0,14,91,68,1,1,0,2,1,15,0,False,Chelsea_CrystalPalace_20250817
Tyrick Mitchell,3,engENG,WB,25-350,90,55,6,28,23,5,0,55,0,0,,0,,14,50,31,0,0,0,2,1,22,3,False,Chelsea_CrystalPalace_20250817
Daniel Muñoz,2,coCOL,WB,29-083,90,36,3,12,17,8,2,36,2,1,50.0,1,50.0,14,74,36,2,1,0,0,0,14,3,False,Chelsea_CrystalPalace_20250817
Marc Guéhi,6,engENG,CB,25-035,90,27,7,19,7,1,1,27,0,0,,0,,11,43,30,0,0,0,0,0,14,0,False,Chelsea_CrystalPalace_20250817
Maxence Lacroix,5,frFRA,CB,25-133,90,45,14,33,12,0,0,45,0,0,,0,,11,35,9,0,0,0,3,0,17,0,False,Chelsea_CrystalPalace_20250817
Chris Richards,26,usUSA,CB,25-142,90,32,6,20,9,3,1,32,0,0,,0,,15,45,5,0,0,0,0,0,17,0,False,Chelsea_CrystalPalace_20250817
Dean Henderson,1,engENG,GK,28-158,90,32,29,32,0,0,0,32,0,0,,0,,16,66,33,0,0,0,0,0,11,0,False,Chelsea_CrystalPalace_20250817
Chris Wood,11,nzNZL,FW,33-253,78,15,1,1,8,6,3,15,1,1,100.0,0,0.0,5,12,10,0,0,0,1,0,12,3,True,Nott'hamForest_Brentford_20250817
Igor Jesus,19,brBRA,FW,24-173,12,5,1,1,1,3,1,5,0,0,,0,,1,0,0,0,0,0,0,0,4,0,True,Nott'hamForest_Brentford_20250817
Callum Hudson-Odoi,7,engENG,LW,24-283,90,48,0,1,10,37,2,48,5,2,40.0,2,40.0,29,269,148,5,0,1,0,2,42,16,True,Nott'hamForest_Brentford_20250817
Dan Ndoye,14,chSUI,RW,24-296,78,22,0,4,7,13,4,22,0,0,,0,,14,130,80,2,1,1,3,2,17,8,True,Nott'hamForest_Brentford_20250817
Jota Silva,20,ptPOR,RW,26-016,12,7,0,2,1,4,2,7,0,0,,0,,2,3,2,0,0,0,1,0,4,1,True,Nott'hamForest_Brentford_20250817
Morgan Gibbs-White,10,engENG,AM,25-202,83,67,1,2,30,35,5,67,3,2,66.7,1,33.3,35,218,130,2,5,0,2,1,55,6,True,Nott'hamForest_Brentford_20250817
Ryan Yates,22,engENG,DM,27-269,7,7,0,3,1,3,0,7,1,1,100.0,0,0.0,4,27,6,0,1,0,0,0,3,0,True,Nott'hamForest_Brentford_20250817
Elliot Anderson,8,engENG,"DM,AM",22-284,90,91,1,17,41,35,4,91,2,0,0.0,2,100.0,40,236,134,3,2,0,0,0,56,2,True,Nott'hamForest_Brentford_20250817
Ibrahim Sangaré,6,ciCIV,DM,27-258,90,59,5,21,21,17,0,59,1,1,100.0,0,0.0,20,90,36,0,2,0,2,1,33,0,True,Nott'hamForest_Brentford_20250817
Neco Williams,3,wlsWAL,LB,24-126,90,61,3,14,25,23,1,61,1,0,0.0,0,0.0,29,157,115,5,5,1,1,3,38,3,True,Nott'hamForest_Brentford_20250817
Murillo,5,brBRA,CB,23-044,90,57,6,24,32,1,0,57,1,1,100.0,0,0.0,28,131,83,0,0,0,0,1,36,0,True,Nott'hamForest_Brentford_20250817
Nikola Milenković,31,rsSRB,CB,27-309,90,35,6,23,12,0,0,35,0,0,,0,,13,87,66,0,0,0,0,0,21,0,True,Nott'hamForest_Brentford_20250817
Ola Aina,34,ngNGA,RB,28-313,90,68,5,26,20,23,1,68,2,1,50.0,1,50.0,24,139,85,2,2,1,0,4,30,2,True,Nott'hamForest_Brentford_20250817
Matz Sels,26,beBEL,GK,33-172,90,30,20,29,1,0,0,30,0,0,,0,,14,94,55,0,0,0,0,0,12,0,True,Nott'hamForest_Brentford_20250817
Thiago,9,brBRA,FW,24-052,90,22,2,7,6,9,2,21,1,1,100.0,0,0.0,7,47,4,0,0,0,1,1,12,2,False,Nott'hamForest_Brentford_20250817
Fabio Carvalho,14,ptPOR,"LW,RW,AM",22-352,90,27,1,2,14,12,1,27,3,1,33.3,2,66.7,11,89,30,2,1,0,1,1,13,4,False,Nott'hamForest_Brentford_20250817
Keane Lewis-Potter,23,engENG,RW,24-176,68,31,2,10,14,7,2,31,2,0,0.0,2,100.0,11,84,51,2,1,1,1,0,13,3,False,Nott'hamForest_Brentford_20250817
Frank Onyeka,15,ngNGA,LM,27-228,22,9,0,1,6,2,1,9,1,0,0.0,1,100.0,5,25,17,1,1,0,0,0,6,0,False,Nott'hamForest_Brentford_20250817
Antoni Milambo,17,nlNED,AM,20-136,45,19,1,6,10,4,0,19,0,0,,0,,5,32,30,1,2,0,1,0,8,1,False,Nott'hamForest_Brentford_20250817
Kevin Schade,7,deGER,LW,23-263,45,18,1,5,9,6,2,18,2,0,0.0,1,50.0,6,88,53,1,1,0,0,2,10,1,False,Nott'hamForest_Brentford_20250817
Mathias Jensen,8,dkDEN,DM,29-228,68,41,2,9,24,8,3,41,0,0,,0,,13,37,24,0,0,0,1,0,20,0,False,Nott'hamForest_Brentford_20250817
Jordan Henderson,6,engENG,CM,35-061,22,19,1,6,10,4,0,19,1,0,0.0,1,100.0,10,65,29,0,0,0,0,0,15,0,False,Nott'hamForest_Brentford_20250817
Yehor Yarmoliuk,18,uaUKR,"DM,RM",21-169,90,36,1,13,20,3,0,36,0,0,,0,,20,88,49,0,0,0,2,1,22,0,False,Nott'hamForest_Brentford_20250817
Rico Henry,3,engENG,LB,28-040,87,49,1,19,13,18,3,49,3,3,100.0,0,0.0,23,183,151,7,3,2,4,0,34,10,False,Nott'hamForest_Brentford_20250817
Aaron Hickey,2,sctSCO,LB,23-068,3,7,0,2,3,2,0,7,1,0,0.0,0,0.0,2,5,0,0,0,0,2,0,2,0,False,Nott'hamForest_Brentford_20250817
Sepp van den Berg,4,nlNED,CB,23-240,90,80,12,44,33,3,3,80,0,0,,0,,39,308,251,1,0,0,1,0,51,0,False,Nott'hamForest_Brentford_20250817
Nathan Collins,22,ieIRL,CB,24-109,90,57,10,42,14,1,1,57,0,0,,0,,36,141,70,0,1,1,1,0,38,0,False,Nott'hamForest_Brentford_20250817
Michael Kayode,33,itITA,RB,21-038,90,51,6,27,20,4,0,51,2,2,100.0,0,0.0,19,102,64,1,1,0,2,0,30,1,False,Nott'hamForest_Brentford_20250817
Caoimhín Kelleher,1,ieIRL,GK,26-267,90,42,33,40,2,0,0,42,0,0,,0,,22,109,72,0,0,0,0,0,16,0,False,Nott'hamForest_Brentford_20250817
Matheus Cunha,10,brBRA,"FW,AM",26-082,90,24,0,2,8,16,4,24,6,4,66.7,2,33.3,21,231,155,5,5,1,1,4,23,5,True,ManchesterUtd_Arsenal_20250817
Mason Mount,7,engENG,AM,26-219,64,32,0,1,21,10,5,32,0,0,,0,,14,70,49,2,0,2,1,1,23,3,True,ManchesterUtd_Arsenal_20250817
Benjamin Šeško,30,siSVN,FW,22-078,26,7,0,0,2,5,4,7,0,0,,0,,3,4,0,0,0,0,1,0,5,2,True,ManchesterUtd_Arsenal_20250817
Bryan Mbeumo,19,cmCMR,AM,26-010,90,49,0,3,17,30,6,49,2,1,50.0,0,0.0,35,270,198,8,6,1,4,2,36,11,True,ManchesterUtd_Arsenal_20250817
Bruno Fernandes,8,ptPOR,CM,30-343,90,73,6,15,41,18,2,73,2,1,50.0,1,50.0,35,170,125,2,1,1,0,1,42,3,True,ManchesterUtd_Arsenal_20250817
Casemiro,18,brBRA,CM,33-175,64,38,0,11,23,4,0,38,0,0,,0,,19,76,34,0,2,0,1,0,23,1,True,ManchesterUtd_Arsenal_20250817
Manuel Ugarte,25,uyURU,CM,24-128,26,21,0,2,15,4,0,21,0,0,,0,,15,95,46,2,0,0,0,1,16,1,True,ManchesterUtd_Arsenal_20250817
Patrick Dorgu,13,dkDEN,WB,20-295,90,55,2,9,22,24,3,55,2,1,50.0,1,50.0,29,130,68,3,3,0,5,2,39,7,True,ManchesterUtd_Arsenal_20250817
Diogo Dalot,2,ptPOR,WB,26-152,54,24,2,10,6,8,1,24,0,0,,0,,12,45,25,0,1,0,0,0,13,4,True,ManchesterUtd_Arsenal_20250817
Amad Diallo,16,ciCIV,WB,23-037,36,26,0,2,9,15,6,26,2,2,100.0,0,0.0,15,184,115,5,1,5,0,0,19,4,True,ManchesterUtd_Arsenal_20250817
Luke Shaw,23,engENG,CB,30-036,79,63,3,26,31,6,0,63,0,0,,0,,42,195,96,2,1,0,0,0,44,1,True,ManchesterUtd_Arsenal_20250817
Harry Maguire,5,engENG,CB,32-165,11,10,3,5,2,3,0,10,0,0,,0,,4,24,6,0,0,0,0,1,4,2,True,ManchesterUtd_Arsenal_20250817
Matthijs de Ligt,4,nlNED,CB,26-005,90,73,10,35,33,6,3,73,0,0,,0,,38,134,41,1,1,0,0,0,41,3,True,ManchesterUtd_Arsenal_20250817
Leny Yoro,15,frFRA,CB,19-277,90,80,11,45,31,7,0,80,0,0,,0,,50,278,195,1,2,0,0,2,52,1,True,ManchesterUtd_Arsenal_20250817
Altay Bayındır,1,trTUR,GK,27-125,90,50,43,50,0,0,0,50,0,0,,0,,40,188,111,0,0,0,1,0,33,0,True,ManchesterUtd_Arsenal_20250817
Viktor Gyökeres,14,seSWE,FW,27-074,59,19,1,1,8,10,3,19,1,0,0.0,1,100.0,9,33,10,0,0,0,3,1,11,7,False,ManchesterUtd_Arsenal_20250817
Kai Havertz,29,deGER,FW,26-067,31,16,0,2,5,10,1,16,4,1,25.0,1,25.0,11,75,21,1,1,1,1,1,12,2,False,ManchesterUtd_Arsenal_20250817
Gabriel Martinelli,11,brBRA,LW,24-060,59,12,1,3,5,5,3,12,1,0,0.0,1,100.0,8,78,37,1,1,0,2,1,7,2,False,ManchesterUtd_Arsenal_20250817
Noni Madueke,20,engENG,LW,23-160,31,13,1,5,4,4,1,13,2,0,0.0,1,50.0,7,17,3,0,0,0,1,1,7,1,False,ManchesterUtd_Arsenal_20250817
Bukayo Saka,7,engENG,RW,23-346,90,36,1,4,9,23,2,36,8,3,37.5,5,62.5,20,177,76,2,2,1,2,2,21,7,False,ManchesterUtd_Arsenal_20250817
Declan Rice,41,engENG,LM,26-215,82,32,1,5,18,9,1,32,0,0,,0,,22,78,32,2,0,0,0,0,23,1,False,ManchesterUtd_Arsenal_20250817
Mikel Merino,23,esESP,LM,29-056,8,6,2,3,3,0,0,6,0,0,,0,,2,3,2,0,0,0,0,0,3,0,False,ManchesterUtd_Arsenal_20250817
Martín Zubimendi,36,esESP,CM,26-196,90,55,7,17,34,4,1,55,0,0,,0,,26,126,48,0,0,0,1,0,30,0,False,ManchesterUtd_Arsenal_20250817
Martin Ødegaard,8,noNOR,RM,26-243,90,60,3,13,29,20,3,60,5,3,60.0,2,40.0,31,269,186,4,5,1,2,0,35,1,False,ManchesterUtd_Arsenal_20250817
Riccardo Calafiori,33,itITA,LB,23-090,71,35,3,10,17,8,2,35,0,0,,0,,14,61,25,0,1,0,0,0,14,2,False,ManchesterUtd_Arsenal_20250817
Myles Lewis-Skelly,49,engENG,LB,18-325,19,5,1,3,1,1,0,5,0,0,,0,,1,3,0,0,0,0,0,0,1,0,False,ManchesterUtd_Arsenal_20250817
Gabriel Magalhães,6,brBRA,CB,27-241,90,38,8,21,13,4,2,38,1,0,0.0,1,100.0,17,60,18,0,1,0,1,0,19,0,False,ManchesterUtd_Arsenal_20250817
William Saliba,2,frFRA,CB,24-146,90,43,11,26,18,0,0,43,1,1,100.0,0,0.0,21,74,30,1,0,0,1,0,20,0,False,ManchesterUtd_Arsenal_20250817
Ben White,4,engENG,RB,27-313,70,38,4,11,20,8,0,38,1,1,100.0,0,0.0,13,53,25,1,1,0,0,0,14,0,False,ManchesterUtd_Arsenal_20250817
Jurriën Timber,12,nlNED,RB,24-061,20,17,4,8,5,5,0,17,4,0,0.0,4,100.0,7,19,3,0,0,0,1,0,7,1,False,ManchesterUtd_Arsenal_20250817
David Raya,1,esESP,GK,29-336,90,39,34,38,1,0,0,39,0,0,,0,,23,133,103,0,0,0,0,0,12,0,False,ManchesterUtd_Arsenal_20250817
Joël Piroe,10,nlNED,FW,26-016,77,26,1,1,14,11,4,26,0,0,,0,,8,14,6,0,0,0,1,1,19,2,True,LeedsUnited_Everton_20250818
Lukas Nmecha,14,deGER,FW,26-247,13,8,1,1,2,5,2,7,0,0,,0,,4,14,4,0,0,0,0,1,7,2,True,LeedsUnited_Everton_20250818
Wilfried Gnonto,29,itITA,LW,21-286,66,50,0,4,21,25,3,50,6,0,0.0,2,33.3,29,181,70,2,1,1,0,1,33,5,True,LeedsUnited_Everton_20250818
Brenden Aaronson,11,usUSA,LW,24-300,24,12,0,1,3,8,2,12,0,0,,0,,5,22,6,0,0,0,1,1,6,2,True,LeedsUnited_Everton_20250818
Daniel James,7,wlsWAL,RW,27-281,77,31,0,2,9,20,3,31,2,0,0.0,2,100.0,10,46,32,1,0,1,2,0,21,9,True,LeedsUnited_Everton_20250818
Jack Harrison,20,engENG,RW,28-271,13,10,0,2,1,7,1,10,0,0,,0,,6,33,17,2,0,1,0,0,8,4,True,LeedsUnited_Everton_20250818
Anton Stach,18,deGER,LM,26-276,90,83,5,13,36,34,3,83,4,1,25.0,3,75.0,31,194,106,4,2,0,1,0,53,5,True,LeedsUnited_Everton_20250818
Ethan Ampadu,4,wlsWAL,CM,24-338,77,71,0,10,51,10,1,71,0,0,,0,,28,116,37,0,1,0,0,0,44,2,True,LeedsUnited_Everton_20250818
Ilia Gruev,44,bgBUL,CM,25-104,13,6,1,2,3,1,0,6,0,0,,0,,2,7,0,0,0,0,0,0,3,0,True,LeedsUnited_Everton_20250818
Ao Tanaka,22,jpJPN,RM,26-342,89,54,0,2,35,17,3,54,2,0,0.0,1,50.0,30,148,65,1,0,0,0,1,39,1,True,LeedsUnited_Everton_20250818
Sean Longstaff,8,engENG,RM,27-292,1,2,1,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0,True,LeedsUnited_Everton_20250818
Gabriel Gudmundsson,3,seSWE,LB,26-111,90,74,2,17,26,33,3,74,6,4,66.7,1,16.7,40,172,105,6,3,2,1,1,45,10,True,LeedsUnited_Everton_20250818
Pascal Struijk,5,nlNED,CB,26-007,90,80,7,30,47,3,2,80,0,0,,0,,52,284,174,0,0,0,0,0,61,0,True,LeedsUnited_Everton_20250818
Joe Rodon,6,wlsWAL,CB,27-300,90,64,4,31,32,1,0,64,0,0,,0,,36,166,122,0,0,0,0,0,43,0,True,LeedsUnited_Everton_20250818
Jayden Bogle,2,engENG,RB,25-022,90,44,1,12,23,11,0,44,1,1,100.0,0,0.0,17,82,50,1,1,0,0,1,21,2,True,LeedsUnited_Everton_20250818
Lucas Perri,1,brBRA,GK,27-251,90,33,23,33,0,0,0,33,0,0,,0,,23,118,83,0,0,0,0,0,21,0,True,LeedsUnited_Everton_20250818
Beto,9,gwGNB,FW,27-199,90,22,3,4,9,9,2,22,1,0,0.0,1,100.0,6,20,0,0,0,0,3,0,13,3,False,LeedsUnited_Everton_20250818
Iliman Ndiaye,10,snSEN,"LW,RW",25-165,90,32,1,10,10,13,1,32,5,1,20.0,2,40.0,15,59,7,0,1,0,3,0,18,5,False,LeedsUnited_Everton_20250818
Carlos Alcaraz,24,arARG,"RW,AM",22-261,85,38,0,6,20,13,2,38,2,2,100.0,0,0.0,15,94,45,1,1,0,6,0,18,6,False,LeedsUnited_Everton_20250818
Thierno Barry,11,frFRA,AM,22-301,5,4,0,1,1,2,1,4,0,0,,0,,1,3,0,0,0,0,0,0,2,0,False,LeedsUnited_Everton_20250818
Kiernan Dewsbury-Hall,22,engENG,"AM,DM",26-346,90,42,3,12,13,18,1,42,2,1,50.0,0,0.0,18,128,77,2,1,1,0,1,26,0,False,LeedsUnited_Everton_20250818
Idrissa Gana Gueye,27,snSEN,DM,35-326,90,58,3,17,27,14,1,58,1,0,0.0,1,100.0,32,113,59,0,2,0,1,0,41,1,False,LeedsUnited_Everton_20250818
Tim Iroegbunam,42,engENG,DM,22-049,70,29,4,10,14,6,0,29,2,0,0.0,2,100.0,10,32,12,0,0,0,1,0,10,1,False,LeedsUnited_Everton_20250818
Jack Grealish,18,engENG,LW,29-342,20,15,0,3,7,5,1,15,2,0,0.0,0,0.0,11,66,44,2,1,0,0,0,12,2,False,LeedsUnited_Everton_20250818
