Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,home,game_id
Rodrigo Muniz,9.0,br BRA,FW,24-104,25,1,0,0,0,1,1,1,0,7,0,0,1,0.2,0.2,0.0,0,0,0,4,0.0,0,4,0,0,False,Brighton_Fulham_20250816
Alex Iwobi,17.0,ng NGA,LW,29-105,65,0,0,0,0,1,0,0,0,35,0,0,0,0.0,0.0,0.4,3,0,21,28,75.0,4,29,5,1,False,Brighton_Fulham_20250816
Adama Traoré,11.0,es ESP,"LW,RW",29-203,25,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,5,1,0,False,Brighton_Fulham_20250816
Harry Wilson,8.0,wls WAL,"RW,LW",28-147,90,0,0,0,0,1,0,0,0,28,1,0,0,0.1,0.1,0.0,0,0,15,21,71.4,0,19,2,1,False,Brighton_Fulham_20250816
Joshua King,24.0,eng ENG,AM,18-225,76,0,0,0,0,1,1,0,0,32,3,0,0,0.2,0.2,0.0,4,0,22,26,84.6,9,21,3,0,False,Brighton_Fulham_20250816
Emile Smith Rowe,32.0,eng ENG,AM,25-019,14,0,0,0,0,1,0,0,0,13,0,0,0,0.1,0.1,0.0,1,1,8,10,80.0,0,8,0,0,False,Brighton_Fulham_20250816
Sander Berge,16.0,no NOR,DM,27-183,65,0,0,0,0,0,0,0,0,27,1,0,1,0.0,0.0,0.0,1,0,21,23,91.3,4,15,1,0,False,Brighton_Fulham_20250816
Tom Cairney,10.0,sct SCO,DM,34-208,25,0,0,0,0,0,0,1,0,22,0,0,0,0.0,0.0,0.0,0,0,12,16,75.0,0,17,0,0,False,Brighton_Fulham_20250816
Saša Lukić,20.0,rs SRB,DM,29-003,90,0,0,0,0,0,0,0,0,45,1,0,0,0.0,0.0,0.1,1,0,36,40,90.0,3,24,2,1,False,Brighton_Fulham_20250816
Calvin Bassey,3.0,ng NGA,"LB,CB",25-228,90,0,0,0,0,0,0,1,0,75,2,0,0,0.0,0.0,0.0,1,0,56,70,80.0,1,45,1,1,False,Brighton_Fulham_20250816
Jorge Cuenca,15.0,es ESP,CB,25-272,83,0,0,0,0,0,0,0,0,60,1,0,0,0.0,0.0,0.0,0,0,50,56,89.3,2,48,0,0,False,Brighton_Fulham_20250816
Timothy Castagne,21.0,be BEL,LB,29-254,7,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,6,8,75.0,1,3,0,0,False,Brighton_Fulham_20250816
Joachim Andersen,5.0,dk DEN,CB,29-077,90,0,0,0,0,0,0,0,0,63,3,1,1,0.0,0.0,0.0,0,0,43,52,82.7,3,31,0,1,False,Brighton_Fulham_20250816
Kenny Tete,2.0,nl NED,RB,29-311,90,0,0,0,0,0,0,0,0,49,3,1,0,0.0,0.0,0.0,0,0,35,40,87.5,5,26,1,0,False,Brighton_Fulham_20250816
Bernd Leno,1.0,de GER,GK,33-165,90,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.0,0,0,40,53,75.5,0,39,0,0,False,Brighton_Fulham_20250816
Jørgen Strand Larsen,9.0,no NOR,FW,25-191,81,0,0,0,0,4,2,0,0,27,1,0,1,0.4,0.4,0.0,0,0,12,17,70.6,1,19,0,0,True,Wolves_ManchesterCity_20250816
Hwang Hee-chan,11.0,kr KOR,FW,29-202,9,0,0,0,0,0,0,0,0,4,1,0,1,0.0,0.0,0.0,1,0,1,1,100.0,0,1,1,0,True,Wolves_ManchesterCity_20250816
Jean-Ricner Bellegarde,27.0,ht HAI,LW,27-050,72,0,0,0,0,1,0,0,0,33,2,1,0,0.0,0.0,0.1,2,0,22,27,81.5,4,16,2,0,True,Wolves_ManchesterCity_20250816
Jhon Arias,10.0,co COL,LW,27-329,18,0,0,0,0,0,0,0,0,10,0,1,0,0.0,0.0,0.1,2,0,7,10,70.0,1,6,0,0,True,Wolves_ManchesterCity_20250816
Marshall Munetsi,5.0,zw ZIM,RW,29-055,90,0,0,0,0,1,0,0,0,22,2,0,0,0.1,0.1,0.0,2,0,9,14,64.3,1,14,1,2,True,Wolves_ManchesterCity_20250816
David Møller Wolfe,6.0,no NOR,LM,23-115,71,0,0,0,0,0,0,0,0,35,1,0,0,0.0,0.0,0.0,0,0,14,28,50.0,2,13,1,0,True,Wolves_ManchesterCity_20250816
Hugo Bueno,3.0,es ESP,LM,22-332,19,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,11,15,73.3,0,12,4,1,True,Wolves_ManchesterCity_20250816
João Gomes,8.0,br BRA,CM,24-185,90,0,0,0,0,0,0,0,0,65,4,1,2,0.0,0.0,0.0,2,0,52,57,91.2,3,37,1,1,True,Wolves_ManchesterCity_20250816
André,7.0,br BRA,CM,24-031,71,0,0,0,0,0,0,0,0,40,4,1,3,0.0,0.0,0.0,1,0,29,30,96.7,2,25,0,0,True,Wolves_ManchesterCity_20250816
Fer López,28.0,es ESP,CM,21-084,19,0,0,0,0,2,1,0,0,10,0,0,1,0.1,0.1,0.0,2,0,4,5,80.0,2,6,1,0,True,Wolves_ManchesterCity_20250816
Ki-Jana Hoever,26.0,nl NED,RM,23-210,72,0,0,0,0,0,0,0,0,48,2,1,0,0.0,0.0,0.1,1,0,22,38,57.9,2,26,0,0,True,Wolves_ManchesterCity_20250816
Rodrigo Gomes,21.0,pt POR,RM,22-040,18,0,0,0,0,0,0,0,0,15,1,0,1,0.0,0.0,0.0,0,0,7,10,70.0,0,7,0,0,True,Wolves_ManchesterCity_20250816
Toti Gomes,24.0,pt POR,CB,26-212,90,0,0,0,0,0,0,0,0,63,2,0,0,0.0,0.0,0.0,1,0,51,59,86.4,1,49,1,1,True,Wolves_ManchesterCity_20250816
Emmanuel Agbadou,12.0,ci CIV,CB,28-060,90,0,0,0,0,1,0,0,0,70,2,0,1,0.0,0.0,0.0,1,0,51,61,83.6,1,51,0,0,True,Wolves_ManchesterCity_20250816
Matt Doherty,2.0,ie IRL,CB,33-212,90,0,0,0,0,0,0,1,0,54,3,1,1,0.0,0.0,0.0,2,0,41,47,87.2,3,29,0,0,True,Wolves_ManchesterCity_20250816
José Sá,1.0,pt POR,GK,32-211,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,21,26,80.8,0,16,0,0,True,Wolves_ManchesterCity_20250816
Erling Haaland,9.0,no NOR,FW,25-026,72,2,0,0,0,6,2,0,0,13,1,0,0,2.0,2.0,0.0,0,0,2,4,50.0,0,6,0,0,False,Wolves_ManchesterCity_20250816
Rayan Cherki,10.0,fr FRA,FW,21-364,18,1,0,0,0,1,1,0,0,22,0,1,0,0.1,0.1,0.0,1,0,18,20,90.0,2,12,2,0,False,Wolves_ManchesterCity_20250816
Jeremy Doku,11.0,be BEL,LW,23-081,65,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,2,0,18,22,81.8,1,22,2,1,False,Wolves_ManchesterCity_20250816
Omar Marmoush,7.0,eg EGY,LW,26-190,25,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0.0,2,0,5,6,83.3,0,7,0,0,False,Wolves_ManchesterCity_20250816
Oscar Bobb,52.0,no NOR,RW,22-035,90,0,1,0,0,0,0,0,0,41,0,0,1,0.0,0.0,0.2,4,3,31,34,91.2,6,29,3,3,False,Wolves_ManchesterCity_20250816
Bernardo Silva,20.0,pt POR,LM,31-006,65,0,0,0,0,0,0,0,0,53,4,0,1,0.0,0.0,1.0,5,0,39,44,88.6,3,23,0,0,False,Wolves_ManchesterCity_20250816
Nico O’Reilly,33.0,eng ENG,LM,20-148,25,0,0,0,0,0,0,1,0,19,0,0,0,0.0,0.0,0.0,0,0,18,18,100.0,0,10,1,0,False,Wolves_ManchesterCity_20250816
Nicolás González,14.0,es ESP,CM,23-225,90,0,0,0,0,2,0,0,0,89,3,1,2,0.1,0.1,0.0,4,1,72,78,92.3,9,47,2,4,False,Wolves_ManchesterCity_20250816
Tijjani Reijnders,4.0,nl NED,RM,27-018,90,1,1,0,0,3,1,1,0,76,1,0,1,0.2,0.2,0.1,2,2,53,60,88.3,6,46,5,1,False,Wolves_ManchesterCity_20250816
Rayan Aït-Nouri,21.0,dz ALG,LB,24-071,90,0,0,0,0,2,0,0,0,94,6,3,2,0.0,0.0,0.0,2,1,60,68,88.2,5,44,3,1,False,Wolves_ManchesterCity_20250816
Rúben Dias,3.0,pt POR,CB,28-094,90,0,0,0,0,0,0,0,0,83,0,0,1,0.0,0.0,0.0,0,0,71,79,89.9,6,49,3,1,False,Wolves_ManchesterCity_20250816
John Stones,5.0,eng ENG,CB,31-080,81,0,0,0,0,0,0,0,0,63,0,0,1,0.0,0.0,0.0,1,0,55,61,90.2,6,36,2,2,False,Wolves_ManchesterCity_20250816
Abdukodir Khusanov,45.0,uz UZB,CB,21-168,9,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,0,1,False,Wolves_ManchesterCity_20250816
Rico Lewis,82.0,eng ENG,RB,20-268,65,0,1,0,0,0,0,0,0,65,1,2,0,0.0,0.0,0.9,2,1,49,54,90.7,7,42,2,0,False,Wolves_ManchesterCity_20250816
Matheus Nunes,27.0,pt POR,RB,26-354,25,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.0,0,0,18,20,90.0,0,7,0,0,False,Wolves_ManchesterCity_20250816
James Trafford,1.0,eng ENG,GK,22-310,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,22,31,71.0,0,20,0,0,False,Wolves_ManchesterCity_20250816
Chris Wood,11.0,nz NZL,FW,33-253,78,2,0,0,0,2,2,0,0,15,0,0,0,0.9,0.9,0.0,2,1,9,12,75.0,0,5,0,1,True,Nott'hamForest_Brentford_20250817
Igor Jesus,19.0,br BRA,FW,24-173,12,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,True,Nott'hamForest_Brentford_20250817
Callum Hudson-Odoi,7.0,eng ENG,LW,24-283,90,0,0,0,0,1,1,0,0,48,0,0,0,0.0,0.0,0.3,4,0,35,41,85.4,3,29,5,2,True,Nott'hamForest_Brentford_20250817
Dan Ndoye,14.0,ch SUI,RW,24-296,78,1,0,0,0,1,1,0,0,22,0,0,0,0.1,0.1,0.0,0,0,7,14,50.0,0,14,2,0,True,Nott'hamForest_Brentford_20250817
Jota Silva,20.0,pt POR,RW,26-016,12,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,True,Nott'hamForest_Brentford_20250817
Morgan Gibbs-White,10.0,eng ENG,AM,25-202,83,0,1,0,0,3,0,0,0,67,1,0,3,0.4,0.4,0.2,5,1,45,56,80.4,11,35,2,2,True,Nott'hamForest_Brentford_20250817
Ryan Yates,22.0,eng ENG,DM,27-269,7,0,0,0,0,0,0,0,0,7,0,1,0,0.0,0.0,0.0,0,0,5,5,100.0,1,4,0,1,True,Nott'hamForest_Brentford_20250817
Elliot Anderson,8.0,eng ENG,"DM,AM",22-284,90,0,1,0,0,3,1,0,0,91,2,1,1,0.4,0.4,0.9,4,3,66,82,80.5,11,40,3,0,True,Nott'hamForest_Brentford_20250817
Ibrahim Sangaré,6.0,ci CIV,DM,27-258,90,0,0,0,0,1,0,0,0,59,1,0,1,0.0,0.0,0.0,0,0,38,47,80.9,3,20,0,1,True,Nott'hamForest_Brentford_20250817
Neco Williams,3.0,wls WAL,LB,24-126,90,0,0,0,0,0,0,1,0,61,2,2,1,0.0,0.0,0.3,5,1,40,50,80.0,5,29,5,0,True,Nott'hamForest_Brentford_20250817
Murillo,5.0,br BRA,CB,23-044,90,0,0,0,0,0,0,0,0,57,0,1,1,0.0,0.0,0.0,1,0,40,50,80.0,4,28,0,1,True,Nott'hamForest_Brentford_20250817
Nikola Milenković,31.0,rs SRB,CB,27-309,90,0,0,0,0,0,0,0,0,35,1,2,1,0.0,0.0,0.0,0,0,20,27,74.1,0,13,0,0,True,Nott'hamForest_Brentford_20250817
Ola Aina,34.0,ng NGA,RB,28-313,90,0,0,0,0,0,0,0,0,68,3,2,1,0.0,0.0,0.0,0,0,36,48,75.0,3,24,2,1,True,Nott'hamForest_Brentford_20250817
Matz Sels,26.0,be BEL,GK,33-172,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,19,28,67.9,0,14,0,0,True,Nott'hamForest_Brentford_20250817
Thiago,9.0,br BRA,FW,24-052,90,1,0,1,1,1,0,0,0,22,1,0,0,0.9,0.1,0.1,1,0,12,16,75.0,1,7,0,1,False,Nott'hamForest_Brentford_20250817
Fabio Carvalho,14.0,pt POR,"LW,RW,AM",22-352,90,0,0,0,0,1,0,0,0,27,3,0,1,0.0,0.0,0.0,3,1,12,16,75.0,2,11,2,1,False,Nott'hamForest_Brentford_20250817
Keane Lewis-Potter,23.0,eng ENG,RW,24-176,68,0,0,0,0,2,0,0,0,31,2,0,0,0.1,0.1,0.0,0,0,11,17,64.7,1,11,2,0,False,Nott'hamForest_Brentford_20250817
Frank Onyeka,15.0,ng NGA,LM,27-228,22,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,5,1,0,False,Nott'hamForest_Brentford_20250817
Antoni Milambo,17.0,nl NED,AM,20-136,45,0,0,0,0,0,0,0,0,19,3,0,2,0.0,0.0,0.0,1,0,8,11,72.7,3,5,1,0,False,Nott'hamForest_Brentford_20250817
Kevin Schade,7.0,de GER,LW,23-263,45,0,0,0,0,0,0,0,0,18,2,1,0,0.0,0.0,0.0,1,0,7,10,70.0,0,6,1,0,False,Nott'hamForest_Brentford_20250817
Mathias Jensen,8.0,dk DEN,DM,29-228,68,0,0,0,0,1,0,0,0,41,3,0,2,0.1,0.1,0.1,3,0,23,30,76.7,4,13,0,0,False,Nott'hamForest_Brentford_20250817
Jordan Henderson,6.0,eng ENG,CM,35-061,22,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,11,18,61.1,1,10,0,0,False,Nott'hamForest_Brentford_20250817
Yehor Yarmoliuk,18.0,ua UKR,"DM,RM",21-169,90,0,0,0,0,1,1,0,0,36,0,0,2,0.1,0.1,0.0,2,0,24,31,77.4,1,20,0,0,False,Nott'hamForest_Brentford_20250817
Rico Henry,3.0,eng ENG,LB,28-040,87,0,0,0,0,0,0,0,0,49,1,1,0,0.0,0.0,0.1,2,0,20,39,51.3,0,23,7,3,False,Nott'hamForest_Brentford_20250817
Aaron Hickey,2.0,sct SCO,LB,23-068,3,0,0,0,0,0,0,1,0,7,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,False,Nott'hamForest_Brentford_20250817
Sepp van den Berg,4.0,nl NED,CB,23-240,90,0,0,0,0,2,1,0,0,80,2,1,3,0.2,0.2,0.0,0,0,57,64,89.1,6,39,1,0,False,Nott'hamForest_Brentford_20250817
Nathan Collins,22.0,ie IRL,CB,24-109,90,0,0,0,0,1,0,1,0,57,0,1,0,0.0,0.0,0.0,0,0,45,48,93.8,1,36,0,0,False,Nott'hamForest_Brentford_20250817
Michael Kayode,33.0,it ITA,RB,21-038,90,0,0,0,0,0,0,0,0,51,2,1,0,0.0,0.0,0.2,2,0,34,43,79.1,2,19,1,2,False,Nott'hamForest_Brentford_20250817
Caoimhín Kelleher,1.0,ie IRL,GK,26-267,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,28,41,68.3,0,22,0,0,False,Nott'hamForest_Brentford_20250817
João Pedro,20.0,br BRA,FW,23-325,72,0,0,0,0,2,0,0,0,22,0,0,0,0.3,0.3,0.0,3,0,11,13,84.6,3,18,1,0,True,Chelsea_CrystalPalace_20250817
Liam Delap,9.0,eng ENG,FW,22-190,18,0,0,0,0,1,1,0,0,9,0,0,0,0.0,0.0,0.0,1,0,3,5,60.0,2,6,1,0,True,Chelsea_CrystalPalace_20250817
Jamie Gittens,11.0,eng ENG,LW,21-009,53,0,0,0,0,2,0,0,0,26,1,0,1,0.1,0.1,0.1,3,0,14,14,100.0,1,14,1,2,True,Chelsea_CrystalPalace_20250817
Estêvão Willian,41.0,br BRA,RW,18-115,37,0,0,0,0,1,0,1,0,19,0,0,1,0.3,0.3,0.0,1,0,8,11,72.7,0,12,1,2,True,Chelsea_CrystalPalace_20250817
Pedro Neto,7.0,pt POR,"RW,LW",25-161,90,0,0,0,0,1,0,0,0,55,1,1,0,0.0,0.0,0.3,6,0,35,45,77.8,5,35,3,3,True,Chelsea_CrystalPalace_20250817
Cole Palmer,10.0,eng ENG,AM,23-103,90,0,0,0,0,4,0,0,0,45,1,0,0,0.2,0.2,0.0,5,0,26,37,70.3,5,33,6,1,True,Chelsea_CrystalPalace_20250817
Moisés Caicedo,25.0,ec ECU,DM,23-288,90,0,0,0,0,1,0,0,0,81,5,3,4,0.0,0.0,0.0,2,0,63,67,94.0,8,57,1,1,True,Chelsea_CrystalPalace_20250817
Enzo Fernández,8.0,ar ARG,DM,24-212,78,0,0,0,0,0,0,0,0,42,0,0,1,0.0,0.0,0.0,2,0,31,38,81.6,5,33,2,0,True,Chelsea_CrystalPalace_20250817
Andrey Santos,17.0,br BRA,DM,21-106,12,0,0,0,0,2,1,0,0,8,0,0,0,0.3,0.3,0.0,0,0,4,6,66.7,0,6,0,0,True,Chelsea_CrystalPalace_20250817
Marc Cucurella,3.0,es ESP,LB,27-026,90,0,0,0,0,2,0,0,0,59,2,1,1,0.1,0.1,0.2,1,0,47,52,90.4,5,35,1,0,True,Chelsea_CrystalPalace_20250817
Trevoh Chalobah,23.0,eng ENG,CB,26-043,90,0,0,0,0,1,0,0,0,114,0,1,1,0.1,0.1,0.0,1,0,92,102,90.2,8,85,1,1,True,Chelsea_CrystalPalace_20250817
Joshua Acheampong,34.0,eng ENG,CB,19-104,90,0,0,0,0,1,0,0,0,102,2,1,0,0.1,0.1,0.0,0,0,87,93,93.5,3,80,0,2,True,Chelsea_CrystalPalace_20250817
Reece James,24.0,eng ENG,RB,25-252,78,0,0,0,0,0,0,1,0,93,1,4,1,0.0,0.0,0.2,4,0,74,84,88.1,8,65,0,0,True,Chelsea_CrystalPalace_20250817
Malo Gusto,27.0,fr FRA,RB,22-090,12,0,0,0,0,1,0,0,0,18,0,0,0,0.0,0.0,0.0,1,0,17,17,100.0,5,13,0,0,True,Chelsea_CrystalPalace_20250817
Robert Sánchez,1.0,es ESP,GK,27-272,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,1,0,26,36,72.2,0,26,0,0,True,Chelsea_CrystalPalace_20250817
Jean-Philippe Mateta,14.0,fr FRA,FW,28-050,90,0,0,0,0,3,2,1,0,26,1,1,0,0.3,0.3,0.0,0,0,10,14,71.4,3,16,1,0,False,Chelsea_CrystalPalace_20250817
Eberechi Eze,10.0,eng ENG,AM,27-049,83,0,0,0,0,6,2,0,0,37,1,0,1,0.2,0.2,0.0,3,0,16,25,64.0,1,18,0,2,False,Chelsea_CrystalPalace_20250817
Justin Devenny,55.0,nir NIR,AM,21-310,7,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,False,Chelsea_CrystalPalace_20250817
Ismaila Sarr,7.0,sn SEN,AM,27-173,90,0,0,0,0,0,0,0,0,29,0,0,2,0.0,0.0,0.0,4,0,12,15,80.0,3,15,1,0,False,Chelsea_CrystalPalace_20250817
Will Hughes,19.0,eng ENG,CM,30-122,69,0,0,0,0,0,0,1,0,21,0,1,2,0.0,0.0,0.0,0,0,10,14,71.4,2,6,0,0,False,Chelsea_CrystalPalace_20250817
Jefferson Lerma,8.0,co COL,CM,30-296,21,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,2,0,0,False,Chelsea_CrystalPalace_20250817
Adam Wharton,20.0,eng ENG,CM,21-192,90,0,0,0,0,0,0,0,0,29,0,0,3,0.0,0.0,0.3,2,0,16,22,72.7,4,14,1,2,False,Chelsea_CrystalPalace_20250817
Tyrick Mitchell,3.0,eng ENG,WB,25-350,90,0,0,0,0,0,0,0,0,55,5,0,1,0.0,0.0,0.0,1,0,25,42,59.5,1,14,0,0,False,Chelsea_CrystalPalace_20250817
Daniel Muñoz,2.0,co COL,WB,29-083,90,0,0,0,0,1,0,1,0,36,2,2,0,0.0,0.0,0.0,1,0,16,26,61.5,1,14,2,1,False,Chelsea_CrystalPalace_20250817
Marc Guéhi,6.0,eng ENG,CB,25-035,90,0,0,0,0,0,0,0,0,27,1,0,0,0.0,0.0,0.0,1,0,16,20,80.0,1,11,0,0,False,Chelsea_CrystalPalace_20250817
Maxence Lacroix,5.0,fr FRA,CB,25-133,90,0,0,0,0,0,0,0,0,45,3,2,4,0.0,0.0,0.0,1,0,20,22,90.9,0,11,0,0,False,Chelsea_CrystalPalace_20250817
Chris Richards,26.0,us USA,CB,25-142,90,0,0,0,0,1,0,0,0,32,2,1,2,0.1,0.1,0.0,1,0,19,21,90.5,0,15,0,0,False,Chelsea_CrystalPalace_20250817
Dean Henderson,1.0,eng ENG,GK,28-158,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,21,30,70.0,0,16,0,0,False,Chelsea_CrystalPalace_20250817
Matheus Cunha,10.0,br BRA,"FW,AM",26-082,90,0,0,0,0,4,3,0,0,24,1,0,0,0.4,0.4,0.0,7,0,14,16,87.5,3,21,5,4,True,ManchesterUtd_Arsenal_20250817
Mason Mount,7.0,eng ENG,AM,26-219,64,0,0,0,0,2,0,0,0,32,1,0,0,0.1,0.1,0.1,2,0,20,27,74.1,5,14,2,0,True,ManchesterUtd_Arsenal_20250817
Benjamin Šeško,30.0,si SVN,FW,22-078,26,0,0,0,0,2,0,0,0,7,0,0,0,0.1,0.1,0.1,2,0,4,4,100.0,1,3,0,0,True,ManchesterUtd_Arsenal_20250817
Bryan Mbeumo,19.0,cm CMR,AM,26-010,90,0,0,0,0,5,2,0,0,49,0,0,1,0.4,0.4,0.0,2,0,25,36,69.4,3,35,8,1,True,ManchesterUtd_Arsenal_20250817
Bruno Fernandes,8.0,pt POR,CM,30-343,90,0,0,0,0,2,0,0,0,73,3,0,1,0.2,0.2,0.2,12,0,49,62,79.0,10,35,2,1,True,ManchesterUtd_Arsenal_20250817
Casemiro,18.0,br BRA,CM,33-175,64,0,0,0,0,0,0,0,0,38,3,0,2,0.0,0.0,0.1,2,0,25,33,75.8,4,19,0,0,True,ManchesterUtd_Arsenal_20250817
Manuel Ugarte,25.0,uy URU,CM,24-128,26,0,0,0,0,1,0,0,0,21,0,0,0,0.0,0.0,0.0,1,0,17,19,89.5,6,15,2,0,True,ManchesterUtd_Arsenal_20250817
Patrick Dorgu,13.0,dk DEN,WB,20-295,90,0,0,0,0,2,0,1,0,55,4,0,1,0.0,0.0,0.0,2,0,31,40,77.5,2,29,3,1,True,ManchesterUtd_Arsenal_20250817
Diogo Dalot,2.0,pt POR,WB,26-152,54,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.1,1,0,19,21,90.5,1,12,0,0,True,ManchesterUtd_Arsenal_20250817
Amad Diallo,16.0,ci CIV,WB,23-037,36,0,0,0,0,1,1,0,0,26,3,0,0,0.0,0.0,0.1,4,0,17,20,85.0,2,15,5,2,True,ManchesterUtd_Arsenal_20250817
Luke Shaw,23.0,eng ENG,CB,30-036,79,0,0,0,0,0,0,0,0,63,3,0,1,0.0,0.0,0.1,1,0,45,58,77.6,5,42,2,0,True,ManchesterUtd_Arsenal_20250817
Harry Maguire,5.0,eng ENG,CB,32-165,11,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,4,0,0,True,ManchesterUtd_Arsenal_20250817
Matthijs de Ligt,4.0,nl NED,CB,26-005,90,0,0,0,0,3,1,0,0,73,2,0,3,0.2,0.2,0.2,2,0,50,58,86.2,4,38,1,0,True,ManchesterUtd_Arsenal_20250817
Leny Yoro,15.0,fr FRA,CB,19-277,90,0,0,0,0,0,0,0,0,80,1,4,0,0.0,0.0,0.0,3,0,59,65,90.8,2,50,1,0,True,ManchesterUtd_Arsenal_20250817
Altay Bayındır,1.0,tr TUR,GK,27-125,90,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,1,0,38,48,79.2,0,40,0,0,True,ManchesterUtd_Arsenal_20250817
Viktor Gyökeres,14.0,se SWE,FW,27-074,59,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,5,11,45.5,0,9,0,0,False,ManchesterUtd_Arsenal_20250817
Kai Havertz,29.0,de GER,FW,26-067,31,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,3,0,5,9,55.6,2,11,1,1,False,ManchesterUtd_Arsenal_20250817
Gabriel Martinelli,11.0,br BRA,LW,24-060,59,0,0,0,0,1,1,0,0,12,1,0,0,0.0,0.0,0.0,1,0,3,6,50.0,1,8,1,0,False,ManchesterUtd_Arsenal_20250817
Noni Madueke,20.0,eng ENG,LW,23-160,31,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,1,0,7,8,87.5,1,7,0,0,False,ManchesterUtd_Arsenal_20250817
Bukayo Saka,7.0,eng ENG,RW,23-346,90,0,0,0,0,1,0,0,0,36,3,0,1,0.1,0.1,0.0,2,0,16,21,76.2,2,20,2,3,False,ManchesterUtd_Arsenal_20250817
Declan Rice,41.0,eng ENG,LM,26-215,82,0,0,0,0,3,0,0,0,32,0,0,1,0.1,0.1,0.0,0,0,20,27,74.1,2,22,2,0,False,ManchesterUtd_Arsenal_20250817
Mikel Merino,23.0,es ESP,LM,29-056,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,0,0,False,ManchesterUtd_Arsenal_20250817
Martín Zubimendi,36.0,es ESP,CM,26-196,90,0,0,0,0,0,0,0,0,55,3,1,3,0.0,0.0,0.0,0,0,39,45,86.7,2,26,0,0,False,ManchesterUtd_Arsenal_20250817
Martin Ødegaard,8.0,no NOR,RM,26-243,90,0,0,0,0,2,1,0,0,60,1,1,0,0.1,0.1,0.1,4,1,31,45,68.9,6,31,4,3,False,ManchesterUtd_Arsenal_20250817
Riccardo Calafiori,33.0,it ITA,LB,23-090,71,1,0,0,0,1,1,1,0,35,1,0,0,0.9,0.9,0.0,1,1,24,28,85.7,2,14,0,0,False,ManchesterUtd_Arsenal_20250817
Myles Lewis-Skelly,49.0,eng ENG,LB,18-325,19,0,0,0,0,0,0,1,0,5,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,False,ManchesterUtd_Arsenal_20250817
Gabriel Magalhães,6.0,br BRA,CB,27-241,90,0,0,0,0,0,0,0,0,38,1,0,3,0.0,0.0,0.0,0,0,19,27,70.4,1,17,0,0,False,ManchesterUtd_Arsenal_20250817
William Saliba,2.0,fr FRA,CB,24-146,90,0,0,0,0,0,0,0,0,43,4,1,2,0.0,0.0,0.0,0,0,22,26,84.6,1,21,1,1,False,ManchesterUtd_Arsenal_20250817
Ben White,4.0,eng ENG,RB,27-313,70,0,0,0,0,1,0,0,0,38,2,1,2,0.0,0.0,0.0,2,0,21,27,77.8,4,13,1,1,False,ManchesterUtd_Arsenal_20250817
Jurriën Timber,12.0,nl NED,RB,24-061,20,0,0,0,0,0,0,1,0,17,2,0,0,0.0,0.0,0.0,0,0,2,7,28.6,0,7,0,0,False,ManchesterUtd_Arsenal_20250817
