Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,home,game_id
Michael Keane,5.0,eng ENG,CB,32-225,90,23,25,92.0,636,208,4,4,100.0,12,12,100.0,7,9,77.8,0,0.0,0.0,0,4,0,0,3,True,8345289200052928527
James Tarkowski,6.0,eng ENG,CB,32-278,90,32,43,74.4,803,250,5,7,71.4,18,20,90.0,9,15,60.0,0,0.0,0.0,0,3,0,0,0,True,8345289200052928527
Jake O'Brien,15.0,ie IRL,RB,24-101,90,24,37,64.9,477,146,7,13,53.8,15,19,78.9,1,4,25.0,0,0.0,0.0,0,2,0,0,3,True,8345289200052928527
Jordan Pickford,1.0,eng ENG,GK,31-170,90,29,49,59.2,1227,983,1,1,100.0,9,10,90.0,19,38,50.0,0,0.0,0.0,0,4,0,0,0,True,8345289200052928527
Danny Welbeck,18.0,eng ENG,FW,34-271,90,10,14,71.4,100,5,5,6,83.3,3,4,75.0,0,0,,0,0.0,0.1,0,0,0,0,0,False,8345289200052928527
Kaoru Mitoma,22.0,jp JPN,LW,28-096,90,31,34,91.2,432,129,19,19,100.0,9,11,81.8,2,2,100.0,0,0.1,0.1,3,1,2,2,4,False,8345289200052928527
Yankuba Minteh,11.0,gm GAM,RW,21-033,90,17,31,54.8,223,70,9,14,64.3,3,6,50.0,1,3,33.3,0,0.9,0.5,4,2,0,0,1,False,8345289200052928527
Matt O'Riley,33.0,dk DEN,AM,24-276,90,31,35,88.6,384,59,19,20,95.0,6,6,100.0,2,4,50.0,0,0.0,0.0,1,3,1,1,2,False,8345289200052928527
Yasin Ayari,26.0,se SWE,DM,21-322,66,22,29,75.9,336,42,12,12,100.0,8,12,66.7,1,2,50.0,0,0.0,0.0,0,0,0,0,1,False,8345289200052928527
Diego Gómez,25.0,py PAR,DM,22-150,24,13,16,81.3,168,47,8,8,100.0,4,6,66.7,0,1,0.0,0,0.0,0.0,0,5,0,0,2,False,8345289200052928527
Carlos Baleba,17.0,cm CMR,DM,21-233,45,13,17,76.5,243,12,6,7,85.7,5,6,83.3,2,3,66.7,0,0.0,0.0,1,0,0,0,0,False,8345289200052928527
Jack Hinshelwood,13.0,eng ENG,DM,20-135,45,29,34,85.3,486,122,15,18,83.3,11,11,100.0,2,4,50.0,0,0.0,0.0,0,2,1,0,2,False,8345289200052928527
Maxim De Cuyper,29.0,be BEL,LB,24-245,66,32,35,91.4,581,123,9,10,90.0,22,23,95.7,1,2,50.0,0,0.0,0.0,0,1,0,0,1,False,8345289200052928527
Ferdi Kadioglu,24.0,tr TUR,LB,25-321,24,15,16,93.8,206,44,7,8,87.5,7,7,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,False,8345289200052928527
Lewis Dunk,5.0,eng ENG,CB,33-276,90,92,102,90.2,1575,389,36,36,100.0,47,50,94.0,4,8,50.0,0,0.0,0.0,0,3,0,0,5,False,8345289200052928527
Jan Paul van Hecke,6.0,nl NED,CB,25-077,90,73,88,83.0,1397,484,27,31,87.1,40,44,90.9,5,12,41.7,0,0.0,0.0,0,6,0,0,7,False,8345289200052928527
Mats Wieffer,27.0,nl NED,RB,25-281,84,39,47,83.0,622,217,18,18,100.0,20,21,95.2,0,2,0.0,0,0.0,0.0,0,2,1,0,5,False,8345289200052928527
Brajan Gruda,8.0,de GER,RB,21-085,6,1,2,50.0,12,13,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,8345289200052928527
Bart Verbruggen,1.0,nl NED,GK,23-006,90,31,43,72.1,689,460,10,10,100.0,16,17,94.1,5,16,31.3,0,0.1,0.0,1,1,0,0,0,False,8345289200052928527
Rodrigo Muniz,9.0,br BRA,FW,24-112,70,1,4,25.0,8,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,1,0,0,0,0,True,2007653530252406730
Raúl Jiménez,7.0,mx MEX,FW,34-111,20,4,5,80.0,42,0,4,4,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,2007653530252406730
Alex Iwobi,17.0,ng NGA,LW,29-113,90,43,56,76.8,655,177,20,24,83.3,19,23,82.6,1,3,33.3,1,0.7,0.2,1,3,4,0,9,True,2007653530252406730
Timothy Castagne,21.0,be BEL,RW,29-262,61,17,20,85.0,220,84,11,13,84.6,4,5,80.0,1,1,100.0,0,0.0,0.0,0,0,2,1,1,True,2007653530252406730
Harry Wilson,8.0,wls WAL,RW,28-155,29,9,11,81.8,97,4,8,8,100.0,1,1,100.0,0,1,0.0,0,0.0,0.1,0,0,0,0,0,True,2007653530252406730
Joshua King,24.0,eng ENG,AM,18-233,70,14,19,73.7,178,36,9,11,81.8,4,4,100.0,0,0,,0,0.0,0.0,0,2,1,0,3,True,2007653530252406730
Emile Smith Rowe,32.0,eng ENG,AM,25-027,20,8,8,100.0,143,20,3,3,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0,1,1,0,1,True,2007653530252406730
Sander Berge,16.0,no NOR,DM,27-191,90,42,48,87.5,675,203,21,22,95.5,17,19,89.5,3,3,100.0,0,0.0,0.0,0,5,2,0,7,True,2007653530252406730
Saša Lukić,20.0,rs SRB,DM,29-011,90,35,47,74.5,644,179,15,17,88.2,13,17,76.5,7,11,63.6,0,0.3,0.4,3,0,2,1,1,True,2007653530252406730
Ryan Sessegnon,30.0,eng ENG,LB,25-098,61,17,25,68.0,310,120,9,12,75.0,6,7,85.7,2,3,66.7,0,0.2,0.2,1,1,2,0,4,True,2007653530252406730
Antonee Robinson,33.0,us USA,LB,28-016,29,19,22,86.4,342,136,7,8,87.5,8,10,80.0,2,2,100.0,0,0.0,0.0,1,0,0,0,2,True,2007653530252406730
Calvin Bassey,3.0,ng NGA,CB,25-236,90,37,43,86.0,616,149,15,17,88.2,19,20,95.0,2,5,40.0,0,0.0,0.0,0,2,0,0,1,True,2007653530252406730
Joachim Andersen,5.0,dk DEN,CB,29-085,90,60,67,89.6,1247,509,21,22,95.5,29,30,96.7,9,14,64.3,0,0.3,0.6,1,10,1,0,6,True,2007653530252406730
Kenny Tete,2.0,nl NED,RB,29-319,90,51,64,79.7,786,373,28,32,87.5,19,23,82.6,3,6,50.0,0,0.1,0.4,1,5,2,1,5,True,2007653530252406730
Bernd Leno,1.0,de GER,GK,33-173,90,29,40,72.5,703,403,5,5,100.0,18,18,100.0,6,17,35.3,0,0.0,0.0,0,0,0,0,0,True,2007653530252406730
Matheus Cunha,10.0,br BRA,"FW,AM",26-089,90,21,25,84.0,267,51,14,16,87.5,2,3,66.7,3,4,75.0,0,0.0,0.0,1,1,0,0,2,False,2007653530252406730
Mason Mount,7.0,eng ENG,"AM,CM",26-226,68,17,22,77.3,183,43,9,10,90.0,6,6,100.0,0,3,0.0,0,0.2,0.2,2,2,1,0,3,False,2007653530252406730
Manuel Ugarte,25.0,uy URU,CM,24-135,22,6,10,60.0,123,22,2,4,50.0,4,5,80.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,False,2007653530252406730
Bryan Mbeumo,19.0,cm CMR,AM,26-017,90,16,20,80.0,239,74,9,10,90.0,3,4,75.0,2,4,50.0,0,0.4,0.3,3,0,1,0,1,False,2007653530252406730
Bruno Fernandes,8.0,pt POR,CM,30-350,90,47,57,82.5,893,208,21,22,95.5,17,17,100.0,7,14,50.0,0,0.0,0.0,1,6,0,0,5,False,2007653530252406730
Casemiro,18.0,br BRA,CM,33-182,52,18,26,69.2,332,103,9,11,81.8,6,8,75.0,3,6,50.0,0,0.0,0.0,0,0,0,0,1,False,2007653530252406730
Benjamin Šeško,30.0,si SVN,FW,22-085,38,10,13,76.9,132,20,5,6,83.3,2,3,66.7,1,1,100.0,0,0.0,0.0,0,2,0,0,0,False,2007653530252406730
Patrick Dorgu,13.0,dk DEN,WB,20-302,90,27,41,65.9,341,90,18,24,75.0,8,14,57.1,0,0,,0,0.0,0.0,0,1,2,0,3,False,2007653530252406730
Amad Diallo,16.0,ci CIV,WB,23-044,51,22,23,95.7,265,73,17,17,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,2,1,0,4,False,2007653530252406730
Diogo Dalot,2.0,pt POR,WB,26-159,39,15,19,78.9,289,117,8,10,80.0,4,4,100.0,3,4,75.0,0,0.0,0.0,0,1,1,1,2,False,2007653530252406730
Luke Shaw,23.0,eng ENG,CB,30-043,86,57,65,87.7,1011,263,33,36,91.7,17,18,94.4,7,11,63.6,0,0.0,0.0,0,5,0,0,3,False,2007653530252406730
Harry Maguire,5.0,eng ENG,CB,32-172,4,1,1,100.0,57,40,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,1,0,0,0,False,2007653530252406730
Matthijs de Ligt,4.0,nl NED,CB,26-012,90,37,39,94.9,736,211,10,10,100.0,22,23,95.7,4,5,80.0,0,0.0,0.0,0,2,1,0,2,False,2007653530252406730
Leny Yoro,15.0,fr FRA,CB,19-284,86,38,43,88.4,656,266,21,21,100.0,14,15,93.3,3,6,50.0,0,0.0,0.0,1,4,0,0,4,False,2007653530252406730
Ayden Heaven,26.0,eng ENG,CB,18-336,4,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,2007653530252406730
Altay Bayındır,1.0,tr TUR,GK,27-132,90,16,29,55.2,453,340,4,4,100.0,8,9,88.9,4,16,25.0,0,0.2,0.0,1,2,1,0,0,False,2007653530252406730
Anthony Gordon,10.0,eng ENG,FW,24-182,44,10,12,83.3,113,3,8,8,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,1,0,0,0,2,True,-6145436157203282083
Harvey Barnes,11.0,eng ENG,LW,27-259,75,12,15,80.0,178,65,8,9,88.9,3,5,60.0,1,1,100.0,0,0.1,0.4,1,1,1,1,3,True,-6145436157203282083
William Osula,18.0,dk DEN,LW,22-021,15,2,3,66.7,24,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,-6145436157203282083
Anthony Elanga,20.0,se SWE,RW,23-120,90,10,26,38.5,174,28,2,8,25.0,4,7,57.1,2,7,28.6,0,0.1,0.1,1,0,1,1,0,True,-6145436157203282083
Joelinton,7.0,br BRA,LM,29-011,75,9,11,81.8,148,90,5,6,83.3,3,3,100.0,1,2,50.0,0,0.0,0.0,0,3,0,0,4,True,-6145436157203282083
Jacob Ramsey,41.0,eng ENG,LM,24-089,15,8,9,88.9,83,8,6,7,85.7,2,2,100.0,0,0,,0,0.0,0.0,1,1,0,0,1,True,-6145436157203282083
Sandro Tonali,8.0,it ITA,CM,25-109,65,14,18,77.8,162,50,10,10,100.0,4,6,66.7,0,2,0.0,0,0.0,0.0,0,2,1,0,2,True,-6145436157203282083
Lewis Miley,67.0,eng ENG,CM,19-116,25,4,7,57.1,68,2,2,3,66.7,2,2,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,True,-6145436157203282083
Bruno Guimarães,39.0,br BRA,RM,27-282,90,20,29,69.0,289,101,12,12,100.0,5,8,62.5,2,6,33.3,0,0.0,0.0,0,3,0,0,2,True,-6145436157203282083
Valentino Livramento,21.0,eng ENG,"LB,RB",22-286,90,26,37,70.3,485,242,13,17,76.5,10,14,71.4,3,5,60.0,1,0.2,0.3,1,3,2,2,3,True,-6145436157203282083
Dan Burn,33.0,eng ENG,CB,33-108,90,14,24,58.3,317,177,3,6,50.0,7,11,63.6,3,5,60.0,0,0.0,0.1,1,2,1,1,2,True,-6145436157203282083
Fabian Schär,5.0,ch SUI,CB,33-248,80,16,25,64.0,306,78,7,8,87.5,8,9,88.9,1,8,12.5,0,0.0,0.0,0,1,0,0,1,True,-6145436157203282083
Malick Thiaw,12.0,de GER,CB,24-017,10,4,6,66.7,52,30,3,4,75.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,1,True,-6145436157203282083
Kieran Trippier,2.0,eng ENG,RB,34-340,75,33,47,70.2,602,255,14,17,82.4,14,18,77.8,5,9,55.6,0,0.0,0.0,1,1,1,0,3,True,-6145436157203282083
Lewis Hall,3.0,eng ENG,LB,20-351,15,3,7,42.9,31,14,3,3,100.0,0,0,,0,4,0.0,0,0.0,0.0,0,0,0,0,1,True,-6145436157203282083
Nick Pope,1.0,eng ENG,GK,33-128,90,10,22,45.5,262,170,2,2,100.0,6,6,100.0,2,14,14.3,0,0.0,0.0,0,0,0,0,0,True,-6145436157203282083
Hugo Ekitike,22.0,fr FRA,FW,23-066,79,7,16,43.8,91,25,4,7,57.1,3,7,42.9,0,0,,0,0.1,0.1,2,0,1,0,2,False,-6145436157203282083
Federico Chiesa,14.0,it ITA,FW,27-304,11,2,2,100.0,26,1,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,-6145436157203282083
Cody Gakpo,18.0,nl NED,LW,26-110,89,11,19,57.9,141,31,8,9,88.9,3,7,42.9,0,1,0.0,2,0.2,0.1,2,2,1,0,1,False,-6145436157203282083
Rio Ngumoha,73.0,eng ENG,LW,16-361,1,1,2,50.0,19,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,-6145436157203282083
Mohamed Salah,11.0,eg EGY,RW,33-071,89,19,27,70.4,318,107,10,13,76.9,6,9,66.7,3,4,75.0,1,0.4,0.2,1,0,3,1,5,False,-6145436157203282083
Wataru Endo,3.0,jp JPN,DM,32-197,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,-6145436157203282083
Florian Wirtz,7.0,de GER,AM,22-114,79,26,28,92.9,417,111,14,14,100.0,9,9,100.0,1,3,33.3,0,0.0,0.1,0,1,0,0,2,False,-6145436157203282083
Conor Bradley,12.0,nir NIR,RB,22-047,11,11,13,84.6,146,25,7,7,100.0,4,6,66.7,0,0,,0,0.0,0.0,0,1,1,0,1,False,-6145436157203282083
Curtis Jones,17.0,eng ENG,DM,24-207,89,50,56,89.3,760,188,26,28,92.9,22,23,95.7,1,3,33.3,0,0.0,0.0,0,4,1,0,8,False,-6145436157203282083
Harvey Elliott,19.0,eng ENG,"RM,RW",22-143,1,4,8,50.0,52,7,3,6,50.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,False,-6145436157203282083
Ryan Gravenberch,38.0,nl NED,"DM,CM",23-101,90,43,47,91.5,668,142,23,23,100.0,19,19,100.0,0,3,0.0,0,0.0,0.0,0,3,0,0,3,False,-6145436157203282083
Milos Kerkez,6.0,hu HUN,LB,21-291,90,40,53,75.5,676,240,21,22,95.5,17,22,77.3,2,8,25.0,0,0.0,0.0,0,3,0,0,4,False,-6145436157203282083
Virgil van Dijk,4.0,nl NED,CB,34-048,90,54,62,87.1,1049,497,19,20,95.0,31,34,91.2,4,8,50.0,0,0.0,0.0,0,0,0,0,1,False,-6145436157203282083
Ibrahima Konaté,5.0,fr FRA,CB,26-092,90,51,54,94.4,872,250,21,21,100.0,29,30,96.7,1,2,50.0,0,0.0,0.0,0,5,0,0,4,False,-6145436157203282083
Dominik Szoboszlai,8.0,hu HUN,"RB,AM,LM",24-304,90,45,52,86.5,925,191,16,16,100.0,22,25,88.0,7,11,63.6,0,0.0,0.0,0,9,0,0,6,False,-6145436157203282083
Alisson,1.0,br BRA,GK,32-327,90,26,38,68.4,743,569,8,8,100.0,7,8,87.5,11,22,50.0,0,0.0,0.0,0,1,0,0,0,False,-6145436157203282083
Liam Delap,9.0,eng ENG,FW,22-203,13,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,-4845000589976490912
Tyrique George,32.0,eng ENG,FW,19-207,67,6,6,100.0,82,7,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,True,-4845000589976490912
Andrey Santos,17.0,br BRA,AM,21-119,10,6,8,75.0,95,26,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,1,0,0,0,1,True,-4845000589976490912
Pedro Neto,7.0,pt POR,"LW,RW",25-174,80,26,37,70.3,344,126,17,22,77.3,8,11,72.7,0,1,0.0,0,0.1,0.2,2,0,2,0,4,True,-4845000589976490912
Reece James,24.0,eng ENG,RB,25-265,10,8,8,100.0,171,84,3,3,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0,1,0,0,0,True,-4845000589976490912
Estêvão Willian,41.0,br BRA,RW,18-128,67,19,22,86.4,308,24,11,14,78.6,6,6,100.0,1,1,100.0,0,0.0,0.1,1,1,0,0,1,True,-4845000589976490912
Jamie Gittens,11.0,eng ENG,LW,21-022,23,2,2,100.0,37,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,-4845000589976490912
João Pedro,20.0,br BRA,"AM,FW",23-338,90,23,28,82.1,341,63,16,18,88.9,5,7,71.4,2,2,100.0,0,0.4,0.0,1,2,1,0,4,True,-4845000589976490912
Enzo Fernández,8.0,ar ARG,DM,24-225,90,41,53,77.4,704,168,17,19,89.5,20,25,80.0,3,7,42.9,1,0.6,0.2,3,4,0,0,3,True,-4845000589976490912
Moisés Caicedo,25.0,ec ECU,DM,23-301,90,45,52,86.5,703,249,22,22,100.0,23,25,92.0,0,4,0.0,0,0.0,0.0,0,10,0,0,5,True,-4845000589976490912
Marc Cucurella,3.0,es ESP,LB,27-039,90,71,76,93.4,1367,576,23,23,100.0,42,44,95.5,5,8,62.5,0,0.1,0.0,2,9,1,0,8,True,-4845000589976490912
Tosin Adarabioyo,4.0,eng ENG,CB,27-340,90,75,82,91.5,1402,478,25,25,100.0,45,48,93.8,5,9,55.6,0,0.0,0.0,0,3,0,0,5,True,-4845000589976490912
Trevoh Chalobah,23.0,eng ENG,CB,26-056,90,53,59,89.8,1082,331,12,14,85.7,36,36,100.0,5,8,62.5,0,0.0,0.2,0,4,1,1,3,True,-4845000589976490912
Malo Gusto,27.0,fr FRA,"RB,RW",22-103,90,56,62,90.3,844,236,35,38,92.1,18,19,94.7,2,4,50.0,0,0.0,0.0,1,8,0,0,5,True,-4845000589976490912
Robert Sánchez,1.0,es ESP,GK,27-285,90,22,34,64.7,566,297,1,1,100.0,15,16,93.8,6,17,35.3,0,0.0,0.0,0,1,0,0,0,True,-4845000589976490912
Rodrigo Muniz,9.0,br BRA,FW,24-118,59,2,10,20.0,28,15,1,2,50.0,1,5,20.0,0,1,0.0,0,0.0,0.0,1,0,0,0,1,False,-4845000589976490912
Raúl Jiménez,7.0,mx MEX,FW,34-117,31,6,8,75.0,79,18,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,2,False,-4845000589976490912
Alex Iwobi,17.0,ng NGA,LW,29-119,83,36,49,73.5,713,202,12,16,75.0,17,23,73.9,6,8,75.0,0,0.0,0.1,0,3,2,0,8,False,-4845000589976490912
Adama Traoré,11.0,es ESP,RW,29-217,7,7,9,77.8,92,27,5,5,100.0,2,3,66.7,0,0,,0,0.1,0.1,1,0,1,1,0,False,-4845000589976490912
Timothy Castagne,21.0,be BEL,RW,29-268,59,12,18,66.7,162,66,7,10,70.0,3,6,50.0,1,1,100.0,0,0.1,0.0,1,0,1,0,1,False,-4845000589976490912
Harry Wilson,8.0,wls WAL,"RW,AM",28-161,31,6,6,100.0,128,33,2,2,100.0,1,1,100.0,2,2,100.0,0,0.0,0.0,0,1,1,0,2,False,-4845000589976490912
Joshua King,24.0,eng ENG,AM,18-239,66,13,14,92.9,176,39,10,11,90.9,3,3,100.0,0,0,,0,0.1,0.1,1,1,0,0,2,False,-4845000589976490912
Emile Smith Rowe,32.0,eng ENG,"AM,LW",25-033,24,16,16,100.0,249,38,9,9,100.0,2,2,100.0,3,3,100.0,0,0.0,0.0,1,1,1,0,1,False,-4845000589976490912
Sander Berge,16.0,no NOR,DM,27-197,90,33,39,84.6,549,190,13,14,92.9,20,21,95.2,0,2,0.0,0,0.0,0.0,0,4,0,0,3,False,-4845000589976490912
Saša Lukić,20.0,rs SRB,DM,29-017,90,22,29,75.9,426,122,8,11,72.7,11,13,84.6,3,5,60.0,0,0.2,0.1,3,2,2,0,3,False,-4845000589976490912
Ryan Sessegnon,30.0,eng ENG,LB,25-104,66,27,34,79.4,424,114,11,14,78.6,15,17,88.2,0,1,0.0,0,0.0,0.0,0,3,0,0,1,False,-4845000589976490912
Antonee Robinson,33.0,us USA,LB,28-022,24,21,25,84.0,391,160,9,9,100.0,9,10,90.0,3,4,75.0,0,0.0,0.0,0,2,1,1,2,False,-4845000589976490912
Calvin Bassey,3.0,ng NGA,CB,25-242,90,55,60,91.7,914,338,27,29,93.1,25,26,96.2,2,4,50.0,0,0.0,0.0,0,1,0,0,1,False,-4845000589976490912
Joachim Andersen,5.0,dk DEN,CB,29-091,90,46,53,86.8,911,225,16,16,100.0,21,24,87.5,8,12,66.7,0,0.4,0.0,1,4,1,0,2,False,-4845000589976490912
Kenny Tete,2.0,nl NED,RB,29-325,90,31,37,83.8,523,204,14,15,93.3,14,15,93.3,3,6,50.0,0,0.0,0.0,0,1,0,0,4,False,-4845000589976490912
Bernd Leno,1.0,de GER,GK,33-179,90,36,52,69.2,838,506,11,11,100.0,18,18,100.0,7,23,30.4,0,0.0,0.0,0,0,0,0,0,False,-4845000589976490912
Richarlison,9.0,br BRA,FW,28-112,90,5,16,31.3,56,2,3,5,60.0,1,3,33.3,0,0,,0,0.1,0.0,1,0,0,0,1,True,5194952343792548241
Brennan Johnson,22.0,wls WAL,LW,24-099,53,8,15,53.3,130,57,4,5,80.0,4,9,44.4,0,1,0.0,0,0.0,0.0,0,1,1,0,3,True,5194952343792548241
Wilson Odobert,28.0,fr FRA,"LW,LM",20-275,37,12,15,80.0,244,36,4,5,80.0,6,7,85.7,2,2,100.0,0,0.0,0.0,0,0,1,0,2,True,5194952343792548241
Mohammed Kudus,20.0,gh GHA,"RW,RM",25-028,90,19,26,73.1,312,87,10,12,83.3,6,9,66.7,3,3,100.0,0,0.0,0.1,1,4,0,0,2,True,5194952343792548241
Pape Matar Sarr,29.0,sn SEN,LM,22-350,75,17,25,68.0,283,53,9,15,60.0,4,5,80.0,3,4,75.0,0,0.0,0.0,0,2,0,0,2,True,5194952343792548241
Mathys Tel,11.0,fr FRA,"FW,LM",20-125,15,5,6,83.3,170,89,2,2,100.0,1,1,100.0,2,2,100.0,0,0.0,0.0,0,1,0,0,2,True,5194952343792548241
João Palhinha,6.0,pt POR,CM,30-052,53,29,34,85.3,481,88,13,13,100.0,16,18,88.9,0,2,0.0,0,0.0,0.0,0,0,0,0,0,True,5194952343792548241
Lucas Bergvall,15.0,se SWE,"RM,CM",19-209,37,12,20,60.0,175,64,6,7,85.7,6,8,75.0,0,4,0.0,0,0.0,0.0,0,0,0,0,2,True,5194952343792548241
Rodrigo Bentancur,30.0,uy URU,"RM,CM",28-066,90,61,69,88.4,1115,272,22,24,91.7,37,39,94.9,2,5,40.0,0,0.0,0.0,0,6,1,0,6,True,5194952343792548241
Djed Spence,24.0,eng ENG,"LB,RB",25-021,90,49,60,81.7,941,284,14,14,100.0,31,37,83.8,4,9,44.4,0,0.0,0.0,1,3,0,0,3,True,5194952343792548241
Micky van de Ven,37.0,nl NED,CB,24-133,90,79,89,88.8,1560,445,27,27,100.0,48,51,94.1,4,11,36.4,0,0.0,0.0,0,4,0,0,5,True,5194952343792548241
Cristian Romero,17.0,ar ARG,CB,27-125,90,46,50,92.0,965,349,11,11,100.0,31,32,96.9,4,7,57.1,0,0.0,0.0,0,4,0,0,5,True,5194952343792548241
Pedro Porro,23.0,es ESP,RB,25-351,70,14,25,56.0,214,123,9,10,90.0,5,7,71.4,0,8,0.0,0,0.0,0.0,0,1,1,1,2,True,5194952343792548241
Destiny Udogie,13.0,it ITA,LB,22-275,20,20,23,87.0,349,137,7,9,77.8,13,13,100.0,0,1,0.0,0,0.0,0.1,0,4,3,0,6,True,5194952343792548241
Guglielmo Vicario,1.0,it ITA,GK,28-327,90,48,58,82.8,1238,814,5,5,100.0,33,33,100.0,10,20,50.0,0,0.0,0.0,0,0,0,0,0,True,5194952343792548241
Evanilson,9.0,br BRA,FW,25-328,80,13,18,72.2,166,38,6,8,75.0,6,6,100.0,0,1,0.0,0,0.2,0.1,2,1,2,0,4,False,5194952343792548241
Eli Junior Kroupi,22.0,fr FRA,FW,19-068,10,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,5194952343792548241
Antoine Semenyo,24.0,gh GHA,LW,25-235,90,18,30,60.0,283,105,13,16,81.3,3,7,42.9,2,5,40.0,0,0.1,0.1,2,3,3,0,5,False,5194952343792548241
David Brooks,7.0,wls WAL,RW,28-053,63,13,21,61.9,227,122,8,11,72.7,3,6,50.0,2,4,50.0,0,0.3,0.3,2,2,1,1,4,False,5194952343792548241
Amine Adli,17.0,ma MAR,RW,25-112,27,7,9,77.8,84,53,4,4,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,1,0,1,0,1,False,5194952343792548241
Marcus Tavernier,16.0,eng ENG,AM,26-161,80,17,24,70.8,246,81,10,12,83.3,5,7,71.4,1,4,25.0,0,0.0,0.1,1,1,2,0,3,False,5194952343792548241
Justin Kluivert,19.0,nl NED,AM,26-117,10,5,7,71.4,65,26,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,False,5194952343792548241
Alex Scott,8.0,eng ENG,DM,22-009,62,16,20,80.0,268,119,9,9,100.0,5,8,62.5,2,3,66.7,0,0.1,0.1,2,1,2,1,2,False,5194952343792548241
Ryan Christie,10.0,sct SCO,DM,30-189,28,4,11,36.4,65,13,2,3,66.7,2,4,50.0,0,0,,0,0.0,0.0,0,1,0,0,0,False,5194952343792548241
Tyler Adams,12.0,us USA,DM,26-197,90,28,37,75.7,475,146,9,9,100.0,18,23,78.3,1,1,100.0,0,0.0,0.0,0,3,0,0,5,False,5194952343792548241
Adrien Truffert,3.0,fr FRA,LB,23-283,90,18,27,66.7,293,137,10,14,71.4,6,8,75.0,2,5,40.0,0,0.1,0.1,1,1,1,1,0,False,5194952343792548241
Marcos Senesi,5.0,ar ARG,CB,28-112,90,27,41,65.9,622,394,6,6,100.0,14,15,93.3,5,16,31.3,1,0.1,0.0,1,6,2,0,4,False,5194952343792548241
Bafodé Diakité,18.0,fr FRA,CB,24-236,90,20,26,76.9,406,77,6,6,100.0,13,15,86.7,1,3,33.3,0,0.0,0.0,1,0,0,0,1,False,5194952343792548241
Adam Smith,15.0,eng ENG,RB,34-123,25,4,4,100.0,49,11,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,5194952343792548241
James Hill,23.0,eng ENG,RB,23-232,65,14,25,56.0,225,104,8,8,100.0,5,9,55.6,1,6,16.7,0,0.0,0.0,0,2,0,0,4,False,5194952343792548241
Đorđe Petrović,1.0,rs SRB,GK,25-326,90,19,34,55.9,727,552,1,1,100.0,9,9,100.0,9,22,40.9,0,0.0,0.0,0,2,0,0,0,False,5194952343792548241
Eliezer Mayenda,12.0,es ESP,FW,20-114,64,2,5,40.0,34,10,1,3,33.3,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,-6564654189735547315
Wilson Isidor,18.0,fr FRA,FW,25-003,26,3,5,60.0,34,12,2,2,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,True,-6564654189735547315
Enzo Le Fée,28.0,fr FRA,"LW,LM",25-208,90,28,37,75.7,464,79,12,13,92.3,14,15,93.3,1,4,25.0,0,0.2,0.0,1,2,1,1,3,True,-6564654189735547315
Chemsdine Talbi,7.0,ma MAR,RW,20-113,64,22,27,81.5,322,69,16,17,94.1,4,6,66.7,2,4,50.0,0,0.0,0.0,0,0,1,1,1,True,-6564654189735547315
